town,town_norm,CITY_NAME_from_master,S_NAME_from_master,total_87,東久留米市休日診療所,佐々総合病院,公立昭和病院,武蔵野赤十字病院,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,緑風荘病院,杏林大学医学部付属病院,順天堂大学医学部附属練馬病院,医療法人社団　東京白報会　みたか在宅診療所,医療法人　徳洲会　武蔵野徳洲会病院
東久留米市浅間町三丁目,東久留米市浅間町三丁目,東久留米市,浅間町三丁目,7647,2256.0,629.0,743.0,34.0,0.0,0.0,361.0,395.0,297.0,93.0
東久留米市学園町一丁目,東久留米市学園町一丁目,東久留米市,学園町一丁目,5848,1958.0,204.0,70.0,0.0,0.0,0.0,312.0,267.0,0.0,93.0
東久留米市学園町二丁目,東久留米市学園町二丁目,東久留米市,学園町二丁目,7437,1481.0,196.0,210.0,355.0,0.0,0.0,46.0,476.0,214.0,52.0
東久留米市ひばりが丘団地,東久留米市ひばりが丘団地,東久留米市,ひばりが丘団地,10780,2633.0,1326.0,218.0,296.0,0.0,0.0,55.0,176.0,204.0,0.0
東久留米市本町一丁目,東久留米市本町一丁目,東久留米市,本町一丁目,7970,3549.0,100.0,83.0,0.0,0.0,189.0,50.0,716.0,71.0,134.0
東久留米市本町二丁目,東久留米市本町二丁目,東久留米市,本町二丁目,5279,1508.0,468.0,127.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0
東久留米市本町三丁目,東久留米市本町三丁目,東久留米市,本町三丁目,12597,5688.0,96.0,372.0,0.0,0.0,0.0,44.0,419.0,48.0,0.0
東久留米市本町四丁目,東久留米市本町四丁目,東久留米市,本町四丁目,7013,3569.0,37.0,72.0,0.0,0.0,0.0,0.0,104.0,0.0,362.0
東久留米市小山一丁目,東久留米市小山一丁目,東久留米市,小山一丁目,2834,1186.0,43.0,264.0,0.0,37.0,0.0,0.0,79.0,118.0,0.0
東久留米市小山二丁目,東久留米市小山二丁目,東久留米市,小山二丁目,1955,546.0,57.0,52.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
東久留米市小山三丁目,東久留米市小山三丁目,東久留米市,小山三丁目,7863,2550.0,106.0,135.0,45.0,125.0,0.0,0.0,615.0,51.0,0.0
東久留米市小山四丁目,東久留米市小山四丁目,東久留米市,小山四丁目,4342,959.0,0.0,0.0,0.0,0.0,79.0,0.0,175.0,0.0,0.0
東久留米市小山五丁目,東久留米市小山五丁目,東久留米市,小山五丁目,8096,1244.0,0.0,121.0,0.0,78.0,183.0,0.0,193.0,77.0,0.0
東久留米市幸町一丁目,東久留米市幸町一丁目,東久留米市,幸町一丁目,7647,2583.0,263.0,354.0,0.0,0.0,0.0,42.0,126.0,0.0,0.0
東久留米市幸町二丁目,東久留米市幸町二丁目,東久留米市,幸町二丁目,6480,1224.0,0.0,409.0,0.0,0.0,0.0,488.0,169.0,0.0,0.0
東久留米市幸町三丁目,東久留米市幸町三丁目,東久留米市,幸町三丁目,6006,2340.0,0.0,140.0,0.0,0.0,0.0,0.0,267.0,50.0,0.0
東久留米市幸町四丁目,東久留米市幸町四丁目,東久留米市,幸町四丁目,2528,414.0,67.0,107.0,0.0,0.0,0.0,0.0,547.0,0.0,0.0
東久留米市幸町五丁目,東久留米市幸町五丁目,東久留米市,幸町五丁目,1995,400.0,22.0,286.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0
東久留米市中央町一丁目,東久留米市中央町一丁目,東久留米市,中央町一丁目,16162,6590.0,81.0,670.0,0.0,0.0,0.0,58.0,355.0,0.0,113.0
東久留米市中央町二丁目,東久留米市中央町二丁目,東久留米市,中央町二丁目,5503,2031.0,75.0,152.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0
東久留米市中央町三丁目,東久留米市中央町三丁目,東久留米市,中央町三丁目,7143,2234.0,55.0,503.0,0.0,0.0,0.0,0.0,196.0,0.0,116.0
東久留米市中央町四丁目,東久留米市中央町四丁目,東久留米市,中央町四丁目,5502,2042.0,139.0,203.0,55.0,0.0,0.0,0.0,160.0,53.0,0.0
東久留米市中央町五丁目,東久留米市中央町五丁目,東久留米市,中央町五丁目,7243,1704.0,143.0,319.0,0.0,0.0,59.0,253.0,189.0,0.0,207.0
東久留米市中央町六丁目,東久留米市中央町六丁目,東久留米市,中央町六丁目,4526,1608.0,97.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0
東久留米市南沢一丁目,東久留米市南沢一丁目,東久留米市,南沢一丁目,11219,4033.0,442.0,919.0,0.0,0.0,0.0,0.0,62.0,0.0,224.0
東久留米市南沢二丁目,東久留米市南沢二丁目,東久留米市,南沢二丁目,5792,1699.0,0.0,67.0,43.0,0.0,0.0,0.0,135.0,0.0,49.0
東久留米市南沢三丁目,東久留米市南沢三丁目,東久留米市,南沢三丁目,4947,1686.0,122.0,260.0,0.0,0.0,0.0,193.0,159.0,0.0,145.0
東久留米市南沢四丁目,東久留米市南沢四丁目,東久留米市,南沢四丁目,4072,593.0,327.0,461.0,842.0,0.0,52.0,0.0,119.0,0.0,0.0
東久留米市南沢五丁目,東久留米市南沢五丁目,東久留米市,南沢五丁目,6964,1315.0,300.0,423.0,0.0,0.0,62.0,132.0,57.0,0.0,0.0
東久留米市前沢一丁目,東久留米市前沢一丁目,東久留米市,前沢一丁目,6145,1467.0,99.0,700.0,0.0,0.0,0.0,85.0,90.0,0.0,47.0
東久留米市前沢二丁目,東久留米市前沢二丁目,東久留米市,前沢二丁目,9653,1968.0,641.0,829.0,70.0,0.0,38.0,0.0,141.0,0.0,0.0
東久留米市前沢三丁目,東久留米市前沢三丁目,東久留米市,前沢三丁目,7094,1699.0,196.0,567.0,0.0,70.0,91.0,48.0,0.0,0.0,51.0
東久留米市前沢四丁目,東久留米市前沢四丁目,東久留米市,前沢四丁目,7656,1489.0,378.0,780.0,404.0,41.0,47.0,97.0,28.0,0.0,357.0
東久留米市前沢五丁目,東久留米市前沢五丁目,東久留米市,前沢五丁目,9341,1460.0,180.0,731.0,118.0,81.0,56.0,51.0,207.0,157.0,55.0
東久留米市南町一丁目,東久留米市南町一丁目,東久留米市,南町一丁目,8505,1912.0,563.0,700.0,63.0,41.0,48.0,299.0,46.0,37.0,63.0
東久留米市南町二丁目,東久留米市南町二丁目,東久留米市,南町二丁目,131,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
東久留米市南町三丁目,東久留米市南町三丁目,東久留米市,南町三丁目,4708,900.0,408.0,440.0,72.0,0.0,0.0,0.0,162.0,0.0,87.0
東久留米市南町四丁目,東久留米市南町四丁目,東久留米市,南町四丁目,4706,1423.0,205.0,514.0,0.0,75.0,0.0,0.0,161.0,0.0,0.0
東久留米市滝山一丁目,東久留米市滝山一丁目,東久留米市,滝山一丁目,3969,845.0,0.0,790.0,0.0,0.0,54.0,58.0,0.0,0.0,0.0
東久留米市滝山二丁目,東久留米市滝山二丁目,東久留米市,滝山二丁目,3931,594.0,176.0,481.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0
東久留米市滝山三丁目,東久留米市滝山三丁目,東久留米市,滝山三丁目,5637,961.0,44.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
東久留米市滝山四丁目,東久留米市滝山四丁目,東久留米市,滝山四丁目,3417,505.0,78.0,292.0,26.0,0.0,0.0,0.0,0.0,25.0,0.0
東久留米市滝山五丁目,東久留米市滝山五丁目,東久留米市,滝山五丁目,8711,951.0,126.0,806.0,63.0,51.0,78.0,316.0,49.0,0.0,0.0
東久留米市滝山六丁目,東久留米市滝山六丁目,東久留米市,滝山六丁目,28872,5418.0,584.0,1385.0,151.0,0.0,61.0,0.0,39.0,166.0,0.0
東久留米市滝山七丁目,東久留米市滝山七丁目,東久留米市,滝山七丁目,7426,1592.0,0.0,434.0,64.0,28.0,27.0,0.0,0.0,0.0,179.0
東久留米市下里一丁目,東久留米市下里一丁目,東久留米市,下里一丁目,6536,2058.0,160.0,273.0,0.0,0.0,558.0,0.0,41.0,0.0,0.0
東久留米市下里二丁目,東久留米市下里二丁目,東久留米市,下里二丁目,10380,2976.0,180.0,625.0,44.0,0.0,73.0,296.0,83.0,0.0,0.0
東久留米市下里三丁目,東久留米市下里三丁目,東久留米市,下里三丁目,8025,1183.0,178.0,379.0,136.0,0.0,28.0,50.0,158.0,0.0,52.0
東久留米市下里四丁目,東久留米市下里四丁目,東久留米市,下里四丁目,17885,3817.0,342.0,1425.0,115.0,0.0,321.0,33.0,94.0,56.0,218.0
東久留米市下里五丁目,東久留米市下里五丁目,東久留米市,下里五丁目,8981,1484.0,194.0,873.0,0.0,0.0,377.0,142.0,0.0,0.0,0.0
東久留米市下里六丁目,東久留米市下里六丁目,東久留米市,下里六丁目,5065,704.0,0.0,56.0,0.0,0.0,134.0,0.0,0.0,0.0,155.0
東久留米市下里七丁目,東久留米市下里七丁目,東久留米市,下里七丁目,8573,1563.0,127.0,530.0,0.0,0.0,28.0,28.0,55.0,0.0,0.0
東久留米市柳窪一丁目,東久留米市柳窪一丁目,東久留米市,柳窪一丁目,6300,173.0,139.0,764.0,0.0,0.0,203.0,165.0,0.0,0.0,0.0
東久留米市柳窪二丁目,東久留米市柳窪二丁目,東久留米市,柳窪二丁目,10841,1571.0,0.0,617.0,107.0,0.0,553.0,38.0,55.0,0.0,30.0
東久留米市柳窪三丁目,東久留米市柳窪三丁目,東久留米市,柳窪三丁目,1138,81.0,0.0,17.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
東久留米市柳窪四丁目,東久留米市柳窪四丁目,東久留米市,柳窪四丁目,3510,419.0,47.0,49.0,0.0,0.0,355.0,47.0,0.0,0.0,0.0
東久留米市柳窪五丁目,東久留米市柳窪五丁目,東久留米市,柳窪五丁目,2391,355.0,0.0,199.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
東久留米市野火止一丁目,東久留米市野火止一丁目,東久留米市,野火止一丁目,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
東久留米市野火止二丁目,東久留米市野火止二丁目,東久留米市,野火止二丁目,4572,1367.0,76.0,118.0,45.0,0.0,76.0,142.0,184.0,0.0,0.0
東久留米市野火止三丁目,東久留米市野火止三丁目,東久留米市,野火止三丁目,6826,1798.0,0.0,711.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
東久留米市八幡町一丁目,東久留米市八幡町一丁目,東久留米市,八幡町一丁目,11107,3248.0,200.0,658.0,56.0,0.0,107.0,0.0,235.0,0.0,0.0
東久留米市八幡町二丁目,東久留米市八幡町二丁目,東久留米市,八幡町二丁目,10348,1990.0,48.0,895.0,0.0,54.0,175.0,169.0,90.0,0.0,0.0
東久留米市八幡町三丁目,東久留米市八幡町三丁目,東久留米市,八幡町三丁目,9659,1677.0,141.0,642.0,0.0,0.0,37.0,0.0,76.0,0.0,0.0
東久留米市弥生一丁目,東久留米市弥生一丁目,東久留米市,弥生一丁目,4497,901.0,121.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
東久留米市弥生二丁目,東久留米市弥生二丁目,東久留米市,弥生二丁目,1189,323.0,91.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市新町一丁目,西東京市新町一丁目,西東京市,新町一丁目,11637,0.0,840.0,46.0,856.0,398.0,137.0,43.0,0.0,1126.0,1422.0
西東京市新町二丁目,西東京市新町二丁目,西東京市,新町二丁目,3209,0.0,96.0,0.0,562.0,257.0,0.0,275.0,0.0,123.0,465.0
西東京市新町三丁目,西東京市新町三丁目,西東京市,新町三丁目,4306,0.0,251.0,41.0,348.0,70.0,0.0,90.0,0.0,0.0,2052.0
西東京市新町四丁目,西東京市新町四丁目,西東京市,新町四丁目,2993,0.0,0.0,59.0,274.0,142.0,0.0,0.0,0.0,0.0,909.0
西東京市新町五丁目,西東京市新町五丁目,西東京市,新町五丁目,7166,0.0,62.0,110.0,773.0,252.0,68.0,280.0,0.0,68.0,3438.0
西東京市新町六丁目,西東京市新町六丁目,西東京市,新町六丁目,5237,0.0,591.0,85.0,148.0,135.0,0.0,127.0,0.0,35.0,2427.0
西東京市柳沢一丁目,西東京市柳沢一丁目,西東京市,柳沢一丁目,3494,45.0,673.0,222.0,47.0,163.0,102.0,42.0,0.0,0.0,51.0
西東京市柳沢二丁目,西東京市柳沢二丁目,西東京市,柳沢二丁目,10191,0.0,1327.0,575.0,919.0,361.0,47.0,359.0,44.0,1324.0,800.0
西東京市柳沢三丁目,西東京市柳沢三丁目,西東京市,柳沢三丁目,7909,0.0,790.0,234.0,539.0,339.0,0.0,392.0,56.0,393.0,1286.0
西東京市柳沢四丁目,西東京市柳沢四丁目,西東京市,柳沢四丁目,1704,0.0,118.0,0.0,366.0,0.0,0.0,124.0,0.0,55.0,312.0
西東京市柳沢五丁目,西東京市柳沢五丁目,西東京市,柳沢五丁目,7365,54.0,1495.0,191.0,277.0,119.0,55.0,858.0,0.0,693.0,337.0
西東京市柳沢六丁目,西東京市柳沢六丁目,西東京市,柳沢六丁目,3805,100.0,942.0,295.0,66.0,132.0,0.0,40.0,0.0,76.0,116.0
西東京市東伏見一丁目,西東京市東伏見一丁目,西東京市,東伏見一丁目,737,0.0,47.0,0.0,27.0,165.0,0.0,26.0,0.0,48.0,0.0
西東京市東伏見二丁目,西東京市東伏見二丁目,西東京市,東伏見二丁目,2444,0.0,636.0,130.0,229.0,0.0,0.0,0.0,0.0,36.0,96.0
西東京市東伏見三丁目,西東京市東伏見三丁目,西東京市,東伏見三丁目,1278,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,174.0,0.0
西東京市東伏見四丁目,西東京市東伏見四丁目,西東京市,東伏見四丁目,3668,0.0,69.0,254.0,56.0,67.0,0.0,0.0,0.0,67.0,680.0
西東京市東伏見五丁目,西東京市東伏見五丁目,西東京市,東伏見五丁目,4056,0.0,499.0,65.0,146.0,190.0,0.0,63.0,0.0,514.0,233.0
西東京市東伏見六丁目,西東京市東伏見六丁目,西東京市,東伏見六丁目,1739,0.0,307.0,74.0,92.0,221.0,0.0,31.0,42.0,71.0,0.0
西東京市保谷町一丁目,西東京市保谷町一丁目,西東京市,保谷町一丁目,3490,0.0,166.0,0.0,336.0,0.0,0.0,0.0,58.0,380.0,178.0
西東京市保谷町二丁目,西東京市保谷町二丁目,西東京市,保谷町二丁目,1479,0.0,277.0,42.0,0.0,0.0,0.0,43.0,0.0,0.0,173.0
西東京市保谷町三丁目,西東京市保谷町三丁目,西東京市,保谷町三丁目,4472,71.0,420.0,295.0,261.0,76.0,0.0,33.0,0.0,110.0,397.0
西東京市保谷町四丁目,西東京市保谷町四丁目,西東京市,保谷町四丁目,2410,0.0,937.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市保谷町五丁目,西東京市保谷町五丁目,西東京市,保谷町五丁目,5950,0.0,1769.0,349.0,46.0,120.0,0.0,107.0,45.0,43.0,384.0
西東京市保谷町六丁目,西東京市保谷町六丁目,西東京市,保谷町六丁目,10130,0.0,1651.0,239.0,966.0,198.0,97.0,388.0,0.0,245.0,606.0
西東京市富士町一丁目,西東京市富士町一丁目,西東京市,富士町一丁目,8972,53.0,1298.0,80.0,215.0,164.0,0.0,402.0,482.0,1155.0,286.0
西東京市富士町二丁目,西東京市富士町二丁目,西東京市,富士町二丁目,5649,237.0,1109.0,108.0,559.0,0.0,0.0,121.0,196.0,0.0,377.0
西東京市富士町三丁目,西東京市富士町三丁目,西東京市,富士町三丁目,2663,0.0,697.0,0.0,177.0,0.0,0.0,0.0,552.0,0.0,0.0
西東京市富士町四丁目,西東京市富士町四丁目,西東京市,富士町四丁目,6154,0.0,737.0,161.0,418.0,66.0,361.0,48.0,76.0,76.0,0.0
西東京市富士町五丁目,西東京市富士町五丁目,西東京市,富士町五丁目,1233,0.0,275.0,32.0,189.0,64.0,0.0,42.0,0.0,39.0,41.0
西東京市富士町六丁目,西東京市富士町六丁目,西東京市,富士町六丁目,2192,0.0,384.0,401.0,0.0,0.0,0.0,0.0,0.0,330.0,77.0
西東京市中町一丁目,西東京市中町一丁目,西東京市,中町一丁目,2008,0.0,208.0,0.0,0.0,59.0,0.0,0.0,110.0,98.0,0.0
西東京市中町二丁目,西東京市中町二丁目,西東京市,中町二丁目,2272,0.0,0.0,0.0,49.0,0.0,0.0,0.0,288.0,499.0,56.0
西東京市中町三丁目,西東京市中町三丁目,西東京市,中町三丁目,2425,0.0,84.0,0.0,67.0,0.0,0.0,0.0,271.0,0.0,69.0
西東京市中町四丁目,西東京市中町四丁目,西東京市,中町四丁目,1877,0.0,240.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,116.0
西東京市中町五丁目,西東京市中町五丁目,西東京市,中町五丁目,4059,0.0,323.0,0.0,358.0,74.0,0.0,86.0,81.0,101.0,0.0
西東京市中町六丁目,西東京市中町六丁目,西東京市,中町六丁目,2094,0.0,63.0,0.0,317.0,0.0,0.0,0.0,61.0,535.0,61.0
西東京市東町一丁目,西東京市東町一丁目,西東京市,東町一丁目,1143,0.0,72.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,105.0
西東京市東町二丁目,西東京市東町二丁目,西東京市,東町二丁目,3071,0.0,510.0,111.0,230.0,0.0,0.0,143.0,594.0,78.0,99.0
西東京市東町三丁目,西東京市東町三丁目,西東京市,東町三丁目,3311,0.0,496.0,315.0,205.0,0.0,0.0,61.0,427.0,221.0,0.0
西東京市東町四丁目,西東京市東町四丁目,西東京市,東町四丁目,4598,0.0,281.0,222.0,271.0,289.0,0.0,482.0,1017.0,113.0,48.0
西東京市東町五丁目,西東京市東町五丁目,西東京市,東町五丁目,1485,83.0,141.0,90.0,0.0,53.0,0.0,197.0,199.0,88.0,0.0
西東京市東町六丁目,西東京市東町六丁目,西東京市,東町六丁目,2807,0.0,270.0,0.0,112.0,58.0,0.0,0.0,213.0,272.0,0.0
西東京市泉町一丁目,西東京市泉町一丁目,西東京市,泉町一丁目,4571,49.0,1062.0,334.0,373.0,36.0,80.0,50.0,0.0,439.0,112.0
西東京市泉町二丁目,西東京市泉町二丁目,西東京市,泉町二丁目,6900,51.0,1324.0,648.0,0.0,0.0,317.0,0.0,708.0,0.0,68.0
西東京市泉町三丁目,西東京市泉町三丁目,西東京市,泉町三丁目,4189,0.0,164.0,162.0,49.0,0.0,0.0,0.0,238.0,169.0,441.0
西東京市泉町四丁目,西東京市泉町四丁目,西東京市,泉町四丁目,2191,0.0,57.0,91.0,133.0,197.0,0.0,41.0,88.0,40.0,57.0
西東京市泉町五丁目,西東京市泉町五丁目,西東京市,泉町五丁目,4458,91.0,770.0,125.0,0.0,0.0,0.0,73.0,0.0,0.0,55.0
西東京市泉町六丁目,西東京市泉町六丁目,西東京市,泉町六丁目,5098,91.0,338.0,274.0,0.0,50.0,0.0,0.0,1203.0,154.0,0.0
西東京市住吉町一丁目,西東京市住吉町一丁目,西東京市,住吉町一丁目,4956,39.0,505.0,76.0,459.0,0.0,0.0,164.0,596.0,70.0,39.0
西東京市住吉町二丁目,西東京市住吉町二丁目,西東京市,住吉町二丁目,1251,139.0,120.0,0.0,74.0,0.0,0.0,0.0,73.0,101.0,0.0
西東京市住吉町三丁目,西東京市住吉町三丁目,西東京市,住吉町三丁目,2836,42.0,142.0,189.0,40.0,45.0,0.0,0.0,273.0,0.0,67.0
西東京市住吉町四丁目,西東京市住吉町四丁目,西東京市,住吉町四丁目,4633,128.0,235.0,0.0,537.0,0.0,42.0,51.0,516.0,133.0,44.0
西東京市住吉町五丁目,西東京市住吉町五丁目,西東京市,住吉町五丁目,1356,0.0,235.0,57.0,47.0,0.0,0.0,38.0,158.0,37.0,0.0
西東京市住吉町六丁目,西東京市住吉町六丁目,西東京市,住吉町六丁目,3129,0.0,374.0,0.0,507.0,161.0,0.0,0.0,82.0,0.0,361.0
西東京市ひばりが丘一丁目,西東京市ひばりが丘一丁目,西東京市,ひばりが丘一丁目,3125,115.0,595.0,77.0,167.0,38.0,86.0,0.0,279.0,40.0,197.0
西東京市ひばりが丘二丁目,西東京市ひばりが丘二丁目,西東京市,ひばりが丘二丁目,6171,52.0,587.0,93.0,237.0,245.0,67.0,70.0,247.0,561.0,165.0
西東京市ひばりが丘三丁目,西東京市ひばりが丘三丁目,西東京市,ひばりが丘三丁目,13049,1297.0,1126.0,198.0,115.0,281.0,0.0,65.0,722.0,752.0,411.0
西東京市ひばりが丘四丁目,西東京市ひばりが丘四丁目,西東京市,ひばりが丘四丁目,4526,93.0,511.0,370.0,294.0,0.0,0.0,0.0,0.0,64.0,194.0
西東京市ひばりが丘北一丁目,西東京市ひばりが丘北一丁目,西東京市,ひばりが丘北一丁目,1996,0.0,336.0,35.0,183.0,0.0,0.0,0.0,185.0,110.0,29.0
西東京市ひばりが丘北二丁目,西東京市ひばりが丘北二丁目,西東京市,ひばりが丘北二丁目,1724,0.0,180.0,0.0,0.0,38.0,0.0,33.0,414.0,0.0,0.0
西東京市ひばりが丘北三丁目,西東京市ひばりが丘北三丁目,西東京市,ひばりが丘北三丁目,1953,73.0,188.0,0.0,124.0,0.0,0.0,0.0,93.0,0.0,0.0
西東京市ひばりが丘北四丁目,西東京市ひばりが丘北四丁目,西東京市,ひばりが丘北四丁目,1114,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市栄町一丁目,西東京市栄町一丁目,西東京市,栄町一丁目,5542,0.0,945.0,0.0,62.0,74.0,0.0,0.0,221.0,76.0,482.0
西東京市栄町二丁目,西東京市栄町二丁目,西東京市,栄町二丁目,2384,64.0,136.0,0.0,89.0,0.0,0.0,0.0,476.0,0.0,134.0
西東京市栄町三丁目,西東京市栄町三丁目,西東京市,栄町三丁目,2821,0.0,203.0,0.0,198.0,0.0,0.0,57.0,346.0,195.0,54.0
西東京市北町一丁目,西東京市北町一丁目,西東京市,北町一丁目,1071,0.0,272.0,0.0,0.0,0.0,0.0,347.0,230.0,0.0,0.0
西東京市北町二丁目,西東京市北町二丁目,西東京市,北町二丁目,4879,0.0,207.0,823.0,0.0,0.0,0.0,0.0,137.0,152.0,293.0
西東京市北町三丁目,西東京市北町三丁目,西東京市,北町三丁目,3023,0.0,91.0,0.0,67.0,0.0,0.0,0.0,715.0,114.0,0.0
西東京市北町四丁目,西東京市北町四丁目,西東京市,北町四丁目,1976,0.0,135.0,154.0,0.0,47.0,0.0,0.0,321.0,50.0,174.0
西東京市北町五丁目,西東京市北町五丁目,西東京市,北町五丁目,2966,51.0,349.0,42.0,0.0,0.0,0.0,0.0,513.0,42.0,43.0
西東京市北町六丁目,西東京市北町六丁目,西東京市,北町六丁目,308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市下保谷一丁目,西東京市下保谷一丁目,西東京市,下保谷一丁目,1285,0.0,54.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0
西東京市下保谷二丁目,西東京市下保谷二丁目,西東京市,下保谷二丁目,5690,124.0,415.0,154.0,71.0,0.0,280.0,303.0,844.0,423.0,0.0
西東京市下保谷三丁目,西東京市下保谷三丁目,西東京市,下保谷三丁目,3197,42.0,127.0,0.0,115.0,0.0,42.0,0.0,633.0,0.0,42.0
