TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,いび漢方クリニック,おおのクリニック,たしろクリニック,のだ医院,ふじい内科クリニック,まつながファミリークリニック,むらせファミリークリニック,ゆり形成内科整形おおの,クリニック ラポール,クリニックIB(アイビー),下野内科,今村医院,医療法人社団橘会 新生病院,国枝医院,大久保医院,小林医院,小森内科クリニック,岐阜県厚生農業協同組合連合会 岐阜・西濃医療センター 揖斐厚生病院,揖斐川町久瀬診療所,揖斐川町春日診療所,田中医院,神田外科医院,谷汲中央診療所,野原クリニック,高田医院,黒川胃腸科外科クリニック,LON,LAT,dist_km,total_patients,town,town_norm,match_type
21401043000,揖斐川町,春日中山,揖斐川町,春日中山,揖斐川町春日中山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.4453852147268,35.4546788129712,4.1165929331500495,0.0,揖斐川町春日中山,揖斐川町春日中山,code_in_car30
21401022000,揖斐川町,白樫,揖斐川町,白樫,揖斐川町白樫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,443.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.53020379069892,35.481357549438464,4.11771449074273,890.0,揖斐川町白樫,揖斐川町白樫,code_in_car30
21401023000,揖斐川町,市場,揖斐川町,市場,揖斐川町市場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,357.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,1514.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,399.0,0.0,0.0,136.53610818886324,35.47421046329793,4.426979281549588,3416.0,揖斐川町市場,揖斐川町市場,code_in_car30
21404015000,池田町,舟子,池田町,舟子,池田町舟子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,487.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.53962624181986,35.46780180231322,4.6897800581848985,565.0,池田町舟子,池田町舟子,code_in_car30
21401021000,揖斐川町,上野,揖斐川町,上野,揖斐川町上野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,120.0,489.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,184.0,0.0,0.0,136.5240967217223,35.499848946299814,4.83715466000358,2067.0,揖斐川町上野,揖斐川町上野,code_in_car30
21404013000,池田町,段,池田町,段,池田町段,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5456951281188,35.46338871404058,5.263465793774969,580.0,池田町段,池田町段,code_in_car30
21404014000,池田町,般若畑,池田町,般若畑,池田町般若畑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.54562423076874,35.458256967541345,5.341957935735912,1250.0,池田町般若畑,池田町般若畑,code_in_car30
21401042000,揖斐川町,春日川合,揖斐川町,春日川合,揖斐川町春日川合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,540.0,0.0,97.0,0.0,0.0,0.0,0.0,136.4484947482992,35.43168078491725,5.377859723696807,833.0,揖斐川町春日川合,揖斐川町春日川合,code_in_car30
21401025000,揖斐川町,黒田,揖斐川町,黒田,揖斐川町黒田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5490708665649,35.47348533650667,5.579583377911828,2468.0,揖斐川町黒田,揖斐川町黒田,code_in_car30
21401020000,揖斐川町,小島,揖斐川町,小島,揖斐川町小島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,136.5476467191072,35.48324619623047,5.67812054279695,620.0,揖斐川町小島,揖斐川町小島,code_in_car30
21401044000,揖斐川町,春日美束,揖斐川町,春日美束,揖斐川町春日美束,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.43325403819912,35.49638157271555,5.870292837558222,0.0,揖斐川町春日美束,揖斐川町春日美束,code_in_car30
21401026000,揖斐川町,新宮,揖斐川町,新宮,揖斐川町新宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1377.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5518540631339,35.478321950466615,5.911494593805538,1989.0,揖斐川町新宮,揖斐川町新宮,code_in_car30
21404011000,池田町,願成寺,池田町,願成寺,池田町願成寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.54849364390265,35.44793113311561,5.925217082851474,1270.0,池田町願成寺,池田町願成寺,code_in_car30
21404016000,池田町,宮地,池田町,宮地,池田町宮地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,87.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.55325967102058,35.457520817353085,6.036147808531743,1841.0,池田町宮地,池田町宮地,code_in_car30
21401027000,揖斐川町,岡,揖斐川町,岡,揖斐川町岡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,93.0,162.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.55593837443644,35.47406848644642,6.204828141316794,308.0,揖斐川町岡,揖斐川町岡,code_in_car30
21401052000,揖斐川町,三倉,揖斐川町,三倉,揖斐川町三倉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.51610477024795,35.5195364161127,6.286205463717619,0.0,揖斐川町三倉,揖斐川町三倉,code_in_car30
21404033000,池田町,藤代,池田町,藤代,池田町藤代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,641.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,136.54428123712503,35.433863865770874,6.360757731408591,1089.0,池田町藤代,池田町藤代,code_in_car30
21401005000,揖斐川町,房島,揖斐川町,房島,揖斐川町房島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1601.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,136.55257882036517,35.49098462744341,6.3993705157490925,2439.0,揖斐川町房島,揖斐川町房島,code_in_car30
21401051000,揖斐川町,外津汲,揖斐川町,外津汲,揖斐川町外津汲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.49688948163907,35.52559577527417,6.467713418793173,0.0,揖斐川町外津汲,揖斐川町外津汲,code_in_car30
21404032000,池田町,小寺,池田町,小寺,池田町小寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.55028865076483,35.439178384414774,6.495649929446395,324.0,池田町小寺,池田町小寺,code_in_car30
21404012000,池田町,小牛,池田町,小牛,池田町小牛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5570842454783,35.4526801328583,6.495685620032057,1418.0,池田町小牛,池田町小牛,code_in_car30
21404023000,池田町,沓井,池田町,沓井,池田町沓井,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,1098.0,1874.0,0.0,321.0,54.0,51.0,0.0,0.0,60.0,57.0,0.0,63.0,290.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,136.56022253676517,35.46867400568561,6.5555376576272755,4094.0,池田町沓井,池田町沓井,code_in_car30
21401013002,揖斐川町,上岡島,揖斐川町,上岡島,揖斐川町上岡島,岐阜県,揖斐川町,上岡島,,揖斐川町上岡島,21401.0,13002.0,4.0,81.0,5.0,5.0,3.0,3.0,1.0,4.0,7.0,1.0,8.0,2.0,5.0,8.0,5.0,9.0,7.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,273.0,58.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.56225303274977,35.47901525674263,6.850860272054141,408.0,揖斐川町上岡島,揖斐川町上岡島,code_in_car30
21401019000,揖斐川町,上東野,揖斐川町,上東野,揖斐川町上東野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5616321344348,35.48184120174897,6.8595713469526345,714.0,揖斐川町上東野,揖斐川町上東野,code_in_car30
21404022000,池田町,田中,池田町,田中,池田町田中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.56385274469972,35.45899082794895,6.955035788818253,286.0,池田町田中,池田町田中,code_in_car30
21401028000,揖斐川町,和田,揖斐川町,和田,揖斐川町和田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,136.56409722586085,35.47545869057872,6.956554532809704,433.0,揖斐川町和田,揖斐川町和田,code_in_car30
21404031000,池田町,草深,池田町,草深,池田町草深,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,136.56047452500587,35.44358755832042,7.112563278911209,1020.0,池田町草深,池田町草深,code_in_car30
21401001000,揖斐川町,北方,揖斐川町,北方,揖斐川町北方,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2142.0,0.0,0.0,0.0,0.0,1086.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,136.54501906896812,35.51368814010517,7.260986930447251,3671.0,揖斐川町北方,揖斐川町北方,code_in_car30
21404021000,池田町,粕ケ原,池田町,粕ケ原,池田町粕ケ原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,124.0,986.0,125.0,68.0,804.0,0.0,0.0,0.0,0.0,564.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,82.0,96.0,0.0,136.5677613953637,35.46219735613626,7.265702267027038,2968.0,池田町粕ケ原,池田町粕ケ原,code_in_car30
21404034000,池田町,山洞,池田町,山洞,池田町山洞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.55914950829427,35.43738159564232,7.296176744891997,946.0,池田町山洞,池田町山洞,code_in_car30
21401013001,揖斐川町,上岡島,揖斐川町,上岡島,揖斐川町上岡島,岐阜県,揖斐川町,上岡島,,揖斐川町上岡島,21401.0,13001.0,4.0,64.0,0.0,6.0,2.0,2.0,5.0,0.0,0.0,3.0,3.0,6.0,7.0,2.0,1.0,4.0,9.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,136.5674698740775,35.480821714030434,7.352542431236065,253.0,揖斐川町上岡島,揖斐川町上岡島,code_in_car30
21404037000,池田町,本郷,池田町,本郷,池田町本郷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.0,0.0,605.0,7635.0,0.0,606.0,69.0,0.0,54.0,0.0,105.0,1505.0,0.0,0.0,302.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,384.0,136.56822129912604,35.44863531913936,7.58882543227255,11396.0,池田町本郷,池田町本郷,code_in_car30
21404052000,池田町,片山,池田町,片山,池田町片山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,197.0,2430.0,93.0,259.0,0.0,0.0,0.0,0.0,223.0,1336.0,0.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,136.54952151951906,35.420877027630056,7.652355892164767,5117.0,池田町片山,池田町片山,code_in_car30
21401012000,揖斐川町,下岡島,揖斐川町,下岡島,揖斐川町下岡島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.57268509446138,35.47852215522462,7.773406082851963,0.0,揖斐川町下岡島,揖斐川町下岡島,code_in_car30
