town_name_show,CITY_NAME_from_master,S_NAME_from_master,TOWN_CODE_11,dist_km,LON,LAT,下田メディカルセンター,河井医院,ひがしなかクリニック,公益社団法人地域医療振興協会 伊豆今井浜病院,上の山鎮目クリニック,臼井医院,佐倉医院,菊池医院,公益社団法人地域医療振興協会 伊豆下田診療所,鈴木クリニック,はらクリニック,医療法人社団辰五会 ふれあい南伊豆ホスピタル,公益社団法人地域医療振興協会 いなずさ診療所,飯島医院,市之瀬診療所,かわづクリニック,白津医院,のぞみ記念 下田循環器・腎臓クリニック,公益社団法人地域医療振興協会 上河津診療所,佐藤医院,医療法人社団桑寿会 下田温泉病院,小川クリニック,下田メディカルセンター附属みなとクリニック,かとうクリニック
下田市立野,下田市,立野,00222190350,1.329521017909741,138.93466669473153,34.69182231240192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市五丁目,下田市,五丁目,00222190150,1.4202907214258238,138.936728600152,34.66859091851725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市三丁目,下田市,三丁目,00222190130,1.422514549321664,138.9449211680365,34.66862949391804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市柿崎,下田市,柿崎,00222190620,1.5564010146186988,138.95518394151935,34.67359899430392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市白浜,下田市,白浜,00222190710,2.4401757816585716,138.96542917502885,34.68917784571961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市蓮台寺,下田市,蓮台寺,00222190320,2.690294274267878,138.92733370256897,34.70249799786451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市河内,下田市,河内,00222190310,2.7276853774269867,138.9447027596351,34.705248862120285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市柿崎,下田市,柿崎,00222190640,2.817565003955489,138.97084254268466,34.675713258562006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市大賀茂,下田市,大賀茂,00222190520,3.1971086218898477,138.90574728338188,34.680007832962325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市大沢,下田市,大沢,00222190330,3.201666396896089,138.9094416722458,34.693929999460856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市吉佐美,下田市,吉佐美,00222190510,3.2641304259867563,138.92501927938935,34.654567751011996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市白浜,下田市,白浜,00222190720,3.349422266520155,138.96463841547487,34.70373774374639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市大沢,下田市,大沢,00222190340,3.4022793310873616,138.91487648429867,34.702977590512816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市須崎,下田市,須崎,00222190630,3.8662585658795914,138.96866579702566,34.654870707642004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市荒増,下田市,荒増,22219047002,4.105964821340208,138.9376431678621,34.71778135262826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市相玉,下田市,相玉,22219047001,4.2478660119617935,138.918253867565,34.7143927778382,0.0,205.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市白浜,下田市,白浜,00222190730,4.727929736978406,138.97526407569057,34.71256332776926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町青市,南伊豆町,青市,00223040210,5.159116419918325,138.8876735135625,34.665085508970755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市落合,下田市,落合,00222190490,5.165882011446971,138.9566891295311,34.725498505950185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市椎原,下田市,椎原,00222190430,5.193316634021587,138.92020791504152,34.72450333314504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市箕作,下田市,箕作,00222190480,5.416122059076793,138.93798158856356,34.729598062318836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市横川,下田市,横川,00222190450,5.6326206187127195,138.89313503798377,34.71314462920315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市宇土金,下田市,宇土金,00222190420,5.916426191539218,138.92359070503846,34.732257329813315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
河津町縄地,河津町,縄地,00223020090,6.063538882763073,138.97648406469798,34.72685172171289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町一條,南伊豆町,一條,00223040110,6.158757993025507,138.87406754355248,34.689080723709175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市田牛,下田市,田牛,00222190530,6.229271254059797,138.90775607334234,34.631906832649754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町湊,南伊豆町,湊,00223040220,6.288379479931658,138.88662639094682,34.64600345302152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
河津町笹原,河津町,笹原,00223020020,7.087709788473605,138.9751722506162,34.73803349001124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町上賀茂,南伊豆町,上賀茂,00223040120,7.253233714577013,138.86495362848794,34.66157955579429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市北湯ケ野,下田市,北湯ケ野,00222190440,7.256345381268341,138.899585902723,34.73676788160652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町手石,南伊豆町,手石,00223040230,7.4741538554810845,138.88130125572212,34.63477348445055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市須原一区,下田市,須原一区,22219040001,7.477809675064081,138.93969631057493,34.74818527548922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町下賀茂,南伊豆町,下賀茂,00223040160,7.705421625766347,138.8682765214055,34.64552572023806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
河津町谷津,河津町,谷津,00223020080,7.761961218177538,138.9804581933101,34.74261907229504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町毛倉野,南伊豆町,毛倉野,00223040660,7.9271776627421255,138.85400072099796,34.681321782332034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市加増野,下田市,加増野,00222190460,7.990112761275049,138.8684346769966,34.721367694098724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町石井,南伊豆町,石井,00223040130,8.015636295755892,138.8556472604142,34.66349454457768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町岩殿,南伊豆町,岩殿,00223040670,8.318003028048425,138.85088057759097,34.66909081882124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
河津町逆川,河津町,逆川,00223020050,8.40181527442781,138.95517393492557,34.755556614840756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
河津町峰,河津町,峰,00223020070,8.713578846720532,138.97689190958886,34.7534350833644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町下流,南伊豆町,下流,00223040310,8.849476573782594,138.8678634914471,34.628550832526514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市須原二区,下田市,須原二区,22219040002,8.95371492966938,138.91358652072233,34.758319642537245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
