town_name_show,CITY_NAME_from_master,S_NAME_from_master,TOWN_CODE_11,dist_km,LON,LAT,下田メディカルセンター,公益社団法人地域医療振興協会 伊豆今井浜病院,河井医院,ひがしなかクリニック,上の山鎮目クリニック,公益社団法人地域医療振興協会 上河津診療所,菊池医院,飯島医院,佐倉医院,臼井医院,かわづクリニック,白津医院,佐藤医院,市之瀬診療所,公益社団法人地域医療振興協会 いなずさ診療所,医療法人社団桑寿会 下田温泉病院,公益社団法人地域医療振興協会 伊豆下田診療所,鈴木クリニック,医療法人社団辰五会 ふれあい南伊豆ホスピタル,はらクリニック,かとうクリニック,のぞみ記念 下田循環器・腎臓クリニック,小川クリニック,下田メディカルセンター附属みなとクリニック
下田市西中,下田市,西中,22219037000,0.9445767480365087,138.9414637873699,34.68941188691693,368.0,485.0,259.0,798.0,125.0,97.0,258.0,0.0,72.0,83.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,46.0,0.0,0.0,0.0,71.0,0.0,0.0
下田市中,下田市,中,22219036000,0.9660401033440851,138.95095283542167,34.68301326943528,539.0,594.0,189.0,271.0,216.0,0.0,49.0,0.0,220.0,31.0,0.0,0.0,51.0,0.0,181.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市六丁目,下田市,六丁目,22219016000,0.9755384706104562,138.93333565453526,34.67458763535051,3810.0,972.0,1814.0,1264.0,985.0,0.0,90.0,0.0,427.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,97.0,197.0,95.0,0.0,85.0,0.0,0.0
下田市武ガ浜,下田市,武ガ浜,22219061000,1.02019671014175,138.94802235029104,34.67402365937963,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市高馬,下田市,高馬,22219027000,1.0224572289007874,138.938562373166,34.68996753241746,139.0,43.0,122.0,105.0,95.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,46.0,156.0,34.0,0.0,0.0,0.0,37.0,0.0,0.0
下田市六丁目（旧岡方村）,下田市,六丁目（旧岡方村）,22219016001,1.1498819458024816,138.92813102629066,34.681419906639086,891.0,832.0,516.0,169.0,0.0,88.0,178.0,0.0,1143.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市六丁目（旧岡方村）,下田市,六丁目（旧岡方村）,22219016002,1.2547787646617237,138.9279490189307,34.676756369444,295.0,0.0,57.0,0.0,452.0,0.0,127.0,0.0,168.0,59.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0
下田市中（中）,下田市,中（中）,22219036001,1.3279039427794554,138.94824553360834,34.69114104197857,0.0,0.0,209.0,121.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0
下田市立野,下田市,立野,22219035000,1.329521017909741,138.93466669473153,34.69182231240192,732.0,396.0,54.0,600.0,36.0,0.0,0.0,0.0,233.0,83.0,0.0,0.0,0.0,0.0,78.0,0.0,43.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市五丁目,下田市,五丁目,22219015000,1.4202907214258238,138.936728600152,34.66859091851725,234.0,144.0,391.0,60.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,119.0,0.0
下田市三丁目,下田市,三丁目,22219013000,1.422514549321664,138.9449211680365,34.66862949391804,1189.0,248.0,970.0,352.0,70.0,0.0,266.0,0.0,62.0,188.0,0.0,0.0,208.0,0.0,60.0,0.0,121.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市柿崎,下田市,柿崎,22219062000,1.5564010146186988,138.95518394151935,34.67359899430392,986.0,369.0,643.0,518.0,924.0,0.0,208.0,228.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市白浜,下田市,白浜,22219071000,2.4401757816585716,138.96542917502885,34.68917784571961,629.0,195.0,874.0,505.0,574.0,0.0,485.0,0.0,270.0,883.0,0.0,0.0,0.0,0.0,273.0,233.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市蓮台寺,下田市,蓮台寺,22219032000,2.690294274267878,138.92733370256897,34.70249799786451,384.0,65.0,154.0,136.0,0.0,237.0,274.0,0.0,234.0,85.0,0.0,0.0,0.0,0.0,77.0,0.0,606.0,168.0,0.0,0.0,164.0,0.0,0.0,0.0
下田市河内,下田市,河内,22219031000,2.7276853774269867,138.9447027596351,34.705248862120285,712.0,792.0,1059.0,1098.0,388.0,54.0,127.0,104.0,125.0,523.0,0.0,0.0,83.0,57.0,187.0,0.0,417.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市柿崎,下田市,柿崎,22219064000,2.817565003955489,138.97084254268466,34.675713258562006,208.0,255.0,43.0,218.0,258.0,0.0,44.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市大賀茂,下田市,大賀茂,22219052000,3.1971086218898477,138.90574728338188,34.680007832962325,1640.0,647.0,633.0,597.0,377.0,74.0,231.0,499.0,895.0,77.0,0.0,0.0,0.0,0.0,65.0,154.0,150.0,79.0,355.0,84.0,0.0,0.0,0.0,0.0
下田市大沢,下田市,大沢,22219033000,3.201666396896089,138.9094416722458,34.693929999460856,1304.0,935.0,1496.0,761.0,353.0,157.0,158.0,87.0,742.0,680.0,620.0,267.0,115.0,302.0,281.0,428.0,0.0,204.0,337.0,90.0,0.0,0.0,139.0,0.0
下田市吉佐美,下田市,吉佐美,22219051000,3.2641304259867563,138.92501927938935,34.654567751011996,3069.0,334.0,1297.0,694.0,1652.0,0.0,718.0,80.0,85.0,425.0,89.0,73.0,0.0,0.0,159.0,0.0,319.0,0.0,91.0,193.0,0.0,67.0,0.0,0.0
下田市白浜,下田市,白浜,22219072000,3.349422266520155,138.96463841547487,34.70373774374639,254.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0
下田市大沢,下田市,大沢,22219034000,3.4022793310873616,138.91487648429867,34.702977590512816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市須崎,下田市,須崎,22219063000,3.8662585658795914,138.96866579702566,34.654870707642004,1609.0,859.0,458.0,676.0,1270.0,0.0,304.0,0.0,219.0,679.0,0.0,0.0,0.0,47.0,0.0,54.0,255.0,173.0,382.0,0.0,61.0,50.0,0.0,0.0
下田市荒増,下田市,荒増,22219047002,4.105964821340208,138.9376431678621,34.71778135262826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市相玉,下田市,相玉,22219047001,4.2478660119617935,138.918253867565,34.7143927778382,0.0,0.0,205.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市白浜,下田市,白浜,22219073000,4.727929736978406,138.97526407569057,34.71256332776926,480.0,0.0,482.0,0.0,0.0,0.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町青市,南伊豆町,青市,22304021000,5.159116419918325,138.8876735135625,34.665085508970755,2665.0,129.0,560.0,394.0,0.0,0.0,375.0,229.0,1603.0,125.0,0.0,0.0,0.0,752.0,0.0,0.0,100.0,0.0,0.0,638.0,0.0,0.0,0.0,0.0
下田市落合,下田市,落合,22219049000,5.165882011446971,138.9566891295311,34.725498505950185,212.0,0.0,104.0,47.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0
下田市椎原,下田市,椎原,22219043000,5.193316634021587,138.92020791504152,34.72450333314504,0.0,76.0,76.0,66.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市箕作,下田市,箕作,22219048000,5.416122059076793,138.93798158856356,34.729598062318836,891.0,549.0,288.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,1198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市横川,下田市,横川,22219045000,5.6326206187127195,138.89313503798377,34.71314462920315,63.0,101.0,212.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市宇土金,下田市,宇土金,22219042000,5.916426191539218,138.92359070503846,34.732257329813315,1255.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
河津町縄地,河津町,縄地,22302009000,6.063538882763073,138.97648406469798,34.72685172171289,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町一條,南伊豆町,一條,22304011000,6.158757993025507,138.87406754355248,34.689080723709175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市田牛,下田市,田牛,22219053000,6.229271254059797,138.90775607334234,34.631906832649754,475.0,79.0,79.0,0.0,0.0,79.0,592.0,0.0,71.0,178.0,0.0,62.0,86.0,0.0,65.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町湊,南伊豆町,湊,22304022000,6.288379479931658,138.88662639094682,34.64600345302152,723.0,320.0,587.0,0.0,1032.0,59.0,61.0,353.0,0.0,0.0,55.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,233.0,0.0,0.0,0.0
河津町笹原,河津町,笹原,22302002000,7.087709788473605,138.9751722506162,34.73803349001124,0.0,627.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,68.0,206.0,0.0,1081.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0
南伊豆町上賀茂,南伊豆町,上賀茂,22304012000,7.253233714577013,138.86495362848794,34.66157955579429,592.0,0.0,102.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市北湯ケ野,下田市,北湯ケ野,22219044000,7.256345381268341,138.899585902723,34.73676788160652,383.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町手石,南伊豆町,手石,22304023000,7.4741538554810845,138.88130125572212,34.63477348445055,1808.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
下田市須原一区,下田市,須原一区,22219040001,7.477809675064081,138.93969631057493,34.74818527548922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町下賀茂,南伊豆町,下賀茂,22304016000,7.705421625766347,138.8682765214055,34.64552572023806,1155.0,496.0,542.0,148.0,0.0,86.0,0.0,2065.0,0.0,147.0,0.0,338.0,0.0,422.0,43.0,0.0,34.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0
河津町谷津,河津町,谷津,22302008000,7.761961218177538,138.9804581933101,34.74261907229504,146.0,450.0,393.0,63.0,0.0,879.0,0.0,0.0,0.0,65.0,421.0,0.0,154.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,0.0,0.0,0.0
南伊豆町毛倉野,南伊豆町,毛倉野,22304066000,7.9271776627421255,138.85400072099796,34.681321782332034,249.0,323.0,91.0,689.0,55.0,0.0,47.0,174.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,47.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0
下田市加増野,下田市,加増野,22219046000,7.990112761275049,138.8684346769966,34.721367694098724,0.0,374.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町石井,南伊豆町,石井,22304013000,8.015636295755892,138.8556472604142,34.66349454457768,138.0,44.0,86.0,0.0,0.0,0.0,41.0,239.0,36.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
南伊豆町岩殿,南伊豆町,岩殿,22304067000,8.318003028048425,138.85088057759097,34.66909081882124,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
河津町逆川,河津町,逆川,22302005000,8.40181527442781,138.95517393492557,34.755556614840756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
河津町峰,河津町,峰,22302007000,8.713578846720532,138.97689190958886,34.7534350833644,0.0,670.0,0.0,263.0,225.0,66.0,0.0,0.0,0.0,0.0,64.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0
南伊豆町下流,南伊豆町,下流,22304031000,8.849476573782594,138.8678634914471,34.628550832526514,283.0,150.0,107.0,0.0,66.0,0.0,63.0,379.0,0.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
下田市須原二区,下田市,須原二区,22219040002,8.95371492966938,138.91358652072233,34.758319642537245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
