TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,町丁字コード6桁,地域階層レベル,総数,医療需要者数合計,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,5,男女,秘匿処理,秘匿先情報,合算地域,年齢「不詳」,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）20～69歳,-,-.1,かとうクリニック,かわづクリニック,のぞみ記念 下田循環器・腎臓クリニック,ひがしなかクリニック,上の山鎮目クリニック,下田メディカルセンター,佐藤医院,公益社団法人地域医療振興協会 いなずさ診療所,公益社団法人地域医療振興協会 上河津診療所,公益社団法人地域医療振興協会 伊豆下田診療所,公益社団法人地域医療振興協会 伊豆今井浜病院,医療法人社団健育会 熱川温泉病院,医療法人社団康心会 康心会伊豆東部病院,医療法人社団桑寿会 下田温泉病院,太田整形外科,小川クリニック,河井医院,熱川クリニック,臼井医院,菊池医院,豊寿園温泉医院,鈴木クリニック,LON,LAT,dist_km,total_patients,town,town_norm,match_type
22302007000,河津町,峰,河津町,峰,河津町峰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,64.0,0.0,263.0,225.0,0.0,168.0,0.0,66.0,0.0,670.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.97689190958886,34.7534350833644,2.832074851298465,1945.0,河津町峰,河津町峰,code_in_car30
22219040001,下田市,須原一区,下田市,須原一区,下田市須原一区,静岡県,下田市,須原,一区,下田市須原一区,22219.0,40001.0,40001.0,4.0,165,11.941509999999996,2.0,7.0,6.0,8.0,4.0,1.0,3.0,3.0,6.0,15.0,11.0,4.0,7.0,22.0,21.0,18.0,11.0,8.0,6.0,2.0,0.0,0.0758,0.36372,0.2208,0.19672,0.09468,0.02837,0.0960299999999999,0.1005899999999999,0.21006,0.5868,0.48345,0.23004,0.4424,1.78222,1.97295,2.01546,1.3211,0.91864,0.6012599999999999,0.20042,0.0,4351.0,総数,,,,-,15,62,88,45,16,76,9479,57.94848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.93969631057493,34.74818527548922,3.1505857377250375,0.0,下田市須原一区,下田市須原一区,code_in_car30
22302020000,河津町,川津筏場,河津町,川津筏場,河津町川津筏場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,156.0,0.0,382.0,0.0,0.0,2024.0,0.0,138.0,0.0,0.0,2147.0,0.0,0.0,135.0,0.0,0.0,291.0,0.0,0.0,138.97966980086449,34.79431516682445,3.1774557131038033,5273.0,河津町川津筏場,河津町川津筏場,code_in_car30
22302016000,河津町,大鍋,河津町,大鍋,河津町大鍋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.92301123709606,34.78167258900191,3.236487905487998,176.0,河津町大鍋,河津町大鍋,code_in_car30
22302003000,河津町,田中,河津町,田中,河津町田中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,1197.0,0.0,86.0,70.0,951.0,588.0,0.0,52.0,0.0,1034.0,0.0,113.0,0.0,261.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,138.99252083969478,34.76070328408381,3.5326518483378586,4743.0,河津町田中,河津町田中,code_in_car30
22302008000,河津町,谷津,河津町,谷津,河津町谷津,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,421.0,0.0,63.0,0.0,146.0,154.0,0.0,879.0,0.0,450.0,324.0,345.0,0.0,69.0,0.0,393.0,0.0,65.0,0.0,0.0,75.0,138.9804581933101,34.74261907229504,3.99413038802486,3459.0,河津町谷津,河津町谷津,code_in_car30
22302014000,河津町,梨本,河津町,梨本,河津町梨本,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.96246962541994,34.80947982376665,4.111039401342466,0.0,河津町梨本,河津町梨本,code_in_car30
22302002000,河津町,笹原,河津町,笹原,河津町笹原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,206.0,0.0,0.0,0.0,0.0,1081.0,0.0,129.0,0.0,627.0,204.0,0.0,124.0,0.0,0.0,0.0,60.0,68.0,0.0,0.0,0.0,138.9751722506162,34.73803349001124,4.2165112452686815,2583.0,河津町笹原,河津町笹原,code_in_car30
22219040002,下田市,須原二区,下田市,須原二区,下田市須原二区,静岡県,下田市,須原,二区,下田市須原二区,22219.0,40002.0,40002.0,4.0,195,14.22788,6.0,8.0,9.0,5.0,3.0,1.0,4.0,10.0,5.0,12.0,10.0,6.0,15.0,27.0,16.0,25.0,11.0,12.0,8.0,1.0,1.0,0.2274,0.41568,0.3312,0.12295,0.07101,0.02837,0.12804,0.3353,0.1750499999999999,0.46944,0.4395,0.34506,0.948,2.18727,1.5032,2.79925,1.3211,1.37796,0.80168,0.10021,0.10021,4352.0,総数,,,,-,23,71,101,58,22,93,11205,57.96154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.91358652072233,34.758319642537245,4.260316999051288,0.0,下田市須原二区,下田市須原二区,code_in_car30
22302012000,河津町,見高,河津町,見高,河津町見高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,139.00431432365144,34.77965546918765,4.409284726142151,796.0,河津町見高,河津町見高,code_in_car30
22302001000,河津町,浜,河津町,浜,河津町浜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.0,375.0,0.0,181.0,0.0,390.0,1470.0,0.0,315.0,0.0,1767.0,0.0,49.0,0.0,0.0,0.0,143.0,0.0,163.0,131.0,0.0,0.0,138.99771152411986,34.746984938544394,4.715597340449635,5677.0,河津町浜,河津町浜,code_in_car30
22302010000,河津町,見高,河津町,見高,河津町見高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.00567287057802,34.75680522975028,4.808984466904636,1201.0,河津町見高,河津町見高,code_in_car30
22219048000,下田市,箕作,下田市,箕作,下田市箕作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95.0,0.0,265.0,0.0,891.0,0.0,1198.0,0.0,0.0,549.0,93.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,138.93798158856356,34.729598062318836,5.1018042223867575,3379.0,下田市箕作,下田市箕作,code_in_car30
22219049000,下田市,落合,下田市,落合,下田市落合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,93.0,47.0,0.0,212.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,138.9566891295311,34.725498505950185,5.2604316901120995,614.0,下田市落合,下田市落合,code_in_car30
22302013000,河津町,梨本,河津町,梨本,河津町梨本,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.91702862267184,34.80827077416133,5.3588070212659655,0.0,河津町梨本,河津町梨本,code_in_car30
22302009000,河津町,縄地,河津町,縄地,河津町縄地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.97648406469798,34.72685172171289,5.418296580318159,224.0,河津町縄地,河津町縄地,code_in_car30
22219042000,下田市,宇土金,下田市,宇土金,下田市宇土金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1255.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.92359070503846,34.732257329813315,5.432765032536353,1400.0,下田市宇土金,下田市宇土金,code_in_car30
22302011000,河津町,見高,河津町,見高,河津町見高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0,81.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.01903455433103,34.76133802324197,5.8293092544250875,2642.0,河津町見高,河津町見高,code_in_car30
22219043000,下田市,椎原,下田市,椎原,下田市椎原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,138.92020791504152,34.72450333314504,6.324819018104706,218.0,下田市椎原,下田市椎原,code_in_car30
22219047002,下田市,荒増,下田市,荒増,下田市荒増,静岡県,下田市,荒増,,下田市荒増,22219.0,47002.0,47002.0,4.0,78,5.174459999999999,2.0,0.0,2.0,6.0,0.0,0.0,4.0,3.0,9.0,5.0,3.0,3.0,6.0,9.0,10.0,3.0,3.0,6.0,3.0,1.0,0.0,0.0758,0.0,0.0736,0.14754,0.0,0.0,0.12804,0.1005899999999999,0.31509,0.1956,0.13185,0.17253,0.3792,0.72909,0.9395,0.33591,0.3603,0.68898,0.3006299999999999,0.10021,0.0,4360.0,総数,,,,-,4,39,35,16,10,42,4381,56.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.9376431678621,34.71778135262826,6.363052891469701,0.0,下田市荒増,下田市荒増,code_in_car30
22301001000,東伊豆町,稲取,東伊豆町,稲取,東伊豆町稲取,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1034.0,0.0,0.0,686.0,435.0,850.0,941.0,1708.0,267.0,4392.0,2861.0,4867.0,0.0,1478.0,0.0,1064.0,213.0,376.0,87.0,671.0,0.0,139.02341413298493,34.792927571865334,6.485154726561317,21930.0,東伊豆町稲取,東伊豆町稲取,code_in_car30
22219044000,下田市,北湯ケ野,下田市,北湯ケ野,下田市北湯ケ野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,383.0,0.0,173.0,0.0,0.0,37.0,0.0,56.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,138.899585902723,34.73676788160652,6.583675428897085,686.0,下田市北湯ケ野,下田市北湯ケ野,code_in_car30
22219073000,下田市,白浜,下田市,白浜,下田市白浜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,836.0,0.0,0.0,138.97526407569057,34.71256332776926,6.908753413049901,1798.0,下田市白浜,下田市白浜,code_in_car30
22219047001,下田市,相玉,下田市,相玉,下田市相玉,静岡県,下田市,相玉,,下田市相玉,22219.0,47001.0,47001.0,4.0,137,9.50359,2.0,5.0,5.0,4.0,3.0,4.0,8.0,4.0,4.0,4.0,14.0,4.0,14.0,16.0,13.0,11.0,10.0,9.0,2.0,1.0,0.0,0.0758,0.2598,0.184,0.09836,0.07101,0.11348,0.25608,0.13412,0.14004,0.15648,0.6153000000000001,0.23004,0.8848,1.29616,1.2213500000000002,1.23167,1.201,1.03347,0.20042,0.10021,0.0,4359.0,総数,,,,-,12,63,62,33,12,75,7651,56.34672,0.0,0.0,0.0,300.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,201.0,138.918253867565,34.7143927778382,7.387151729161918,801.0,下田市相玉,下田市相玉,code_in_car30
22219031000,下田市,河内,下田市,河内,下田市河内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1098.0,388.0,712.0,83.0,187.0,54.0,417.0,792.0,123.0,63.0,0.0,0.0,0.0,1059.0,0.0,523.0,127.0,0.0,976.0,138.9447027596351,34.705248862120285,7.5924941637553145,6602.0,下田市河内,下田市河内,code_in_car30
22219072000,下田市,白浜,下田市,白浜,下田市白浜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,108.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0,138.96463841547487,34.70373774374639,7.713754209248434,610.0,下田市白浜,下田市白浜,code_in_car30
22301002000,東伊豆町,白田,東伊豆町,白田,東伊豆町白田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,156.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1381.0,5655.0,1196.0,0.0,307.0,0.0,0.0,984.0,0.0,0.0,0.0,0.0,139.03003405615615,34.813981119192306,8.107246339207235,9828.0,東伊豆町白田,東伊豆町白田,code_in_car30
22219032000,下田市,蓮台寺,下田市,蓮台寺,下田市蓮台寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,0.0,0.0,136.0,0.0,384.0,0.0,77.0,237.0,606.0,65.0,491.0,0.0,0.0,0.0,0.0,154.0,0.0,85.0,274.0,0.0,168.0,138.92733370256897,34.70249799786451,8.267551450024492,2841.0,下田市蓮台寺,下田市蓮台寺,code_in_car30
22219034000,下田市,大沢,下田市,大沢,下田市大沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.91487648429867,34.702977590512816,8.656746693702134,0.0,下田市大沢,下田市大沢,code_in_car30
22219045000,下田市,横川,下田市,横川,下田市横川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,79.0,0.0,63.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,138.89313503798377,34.71314462920315,8.821084384168705,455.0,下田市横川,下田市横川,code_in_car30
22219036001,下田市,中（中）,下田市,中（中）,下田市中（中）,静岡県,下田市,中,（中）,下田市中（中）,22219.0,36001.0,36001.0,4.0,125,8.72761,2.0,2.0,4.0,3.0,1.0,4.0,5.0,5.0,6.0,10.0,10.0,8.0,7.0,13.0,12.0,14.0,9.0,6.0,4.0,0.0,0.0,0.0758,0.10392,0.1472,0.07377,0.02367,0.11348,0.1600499999999999,0.16765,0.21006,0.3912,0.4395,0.46008,0.4424,1.05313,1.1274000000000002,1.56758,1.0809,0.68898,0.40084,0.0,0.0,4347.0,総数,,,,-,8,59,58,33,10,69,7168,57.844,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,62.0,0.0,0.0,138.94824553360834,34.69114104197857,9.114108146780273,392.0,下田市中（中）,下田市中,code_in_car30
22219035000,下田市,立野,下田市,立野,下田市立野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,600.0,36.0,732.0,0.0,78.0,0.0,43.0,396.0,41.0,0.0,0.0,40.0,0.0,54.0,0.0,83.0,0.0,0.0,390.0,138.93466669473153,34.69182231240192,9.228672472435427,2493.0,下田市立野,下田市立野,code_in_car30
22219071000,下田市,白浜,下田市,白浜,下田市白浜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,505.0,574.0,629.0,0.0,273.0,0.0,71.0,195.0,0.0,0.0,233.0,0.0,0.0,874.0,0.0,883.0,485.0,0.0,0.0,138.96542917502885,34.68917784571961,9.332764918832229,4722.0,下田市白浜,下田市白浜,code_in_car30
22219027000,下田市,高馬,下田市,高馬,下田市高馬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,37.0,105.0,95.0,139.0,0.0,0.0,0.0,156.0,43.0,0.0,0.0,46.0,0.0,0.0,122.0,0.0,0.0,312.0,0.0,34.0,138.938562373166,34.68996753241746,9.360260509795195,1089.0,下田市高馬,下田市高馬,code_in_car30
22219037000,下田市,西中,下田市,西中,下田市西中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,71.0,798.0,125.0,368.0,0.0,0.0,97.0,0.0,485.0,0.0,0.0,97.0,71.0,0.0,259.0,0.0,83.0,258.0,0.0,46.0,138.9414637873699,34.68941188691693,9.377891015256669,2758.0,下田市西中,下田市西中,code_in_car30
22301003000,東伊豆町,片瀬,東伊豆町,片瀬,東伊豆町片瀬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,37.0,0.0,0.0,43.0,0.0,0.0,0.0,43.0,0.0,822.0,2229.0,305.0,0.0,1659.0,0.0,0.0,3354.0,0.0,0.0,38.0,0.0,139.0484920441866,34.8122467320954,9.454911524632369,8614.0,東伊豆町片瀬,東伊豆町片瀬,code_in_car30
