医療機関名,保険区分,都道府県名,市区町村名,所在地,緯度,経度,distance_km,病床数計,診療科目
医療法人社団　正裕会　井上レディースクリニック,医科,東京都,立川市,立川市富士見町一丁目２６番９号,35.69957,139.39453,13.451059230977574,19,産 婦 内 外 麻 小
特定医療法人社団　研精会　稲城台病院,医科,東京都,稲城市,稲城市若葉台三丁目７番地１,35.62468,139.46494,13.455808223331012,381,内 精 歯 心内 リハ
小林胃腸科外科医院,医科,埼玉県,ふじみ野市,ふじみ野市大井１１８６－１,35.84853,139.51013,13.456348834413271,0,内 胃 小 外 皮
としま肩ひざ腰クリニック,医科,東京都,豊島区,豊島区要町３丁目２３番４号　エクセル千川１階,35.73892,139.68747,13.457584770146253,0,整外 リウ ペインクリニック外科 内 ひ 小
医療法人社団　一新会　南長崎こみ山医院,医科,東京都,豊島区,豊島区南長崎三丁目１４番１７号　１階,35.72431,139.68777,13.461078943091849,0,内 消 循 小
雪見原クリニック,医科,埼玉県,所沢市,所沢市下富１０１１－１,35.83341,139.46153,13.468248462046322,0,内 心内 精
葵クリニック,医科,埼玉県,所沢市,所沢市下富１２０２番１,35.83341,139.46153,13.468248462046322,0,内 脳神経内科 老年内科
医療法人社団　宮下医院,医科,東京都,板橋区,板橋区大谷口北町７６番７号,35.74882,139.68617,13.468521613409028,0,内 消 小
しもやまこどもクリニック,医科,神奈川県,川崎市麻生区,川崎市麻生区百合丘１－５－４米山ビル１Ｆ,35.60969,139.51891,13.472651394424089,0,小 内 放
医療法人社団　水神会　中井駅前クリニック,医科,東京都,新宿区,新宿区上落合二丁目２０番２号　杉山ビル３階,35.71454,139.68689,13.475599587543645,0,内 小 皮 アレ
医療法人社団　仁友会　仁友クリニック,医科,東京都,中野区,中野区本町二丁目４５番１０号,35.69595,139.68216,13.478523310298161,0,内 呼 アレ
医療法人財団　東京勤労者医療会　はたがや協立診療所,医科,東京都,渋谷区,渋谷区幡ヶ谷三丁目９番１１号　プラッツ幡ヶ谷１階,35.68119,139.67558,13.480021707250534,0,内 循
おやまクリニック,医科,東京都,日野市,日野市高幡３２８番地　森久保医療モール２０２,35.66286,139.41428,13.483187724653614,0,内 皮ひ 皮 ひ 性
医療法人社団　もりくぼ会　森久保クリニック,医科,東京都,日野市,日野市高幡３２８番地　森久保医療モール１０１,35.66286,139.41428,13.483187724653614,0,内 呼 消 循 小 外 こう
おがた皮フ科クリニック,医科,東京都,中野区,中野区中央二丁目２番３１号　中野ＮＳＢビル６階,35.69757,139.68282,13.486691263907602,0,皮
上沢クリニック　整形外科内科,医科,埼玉県,富士見市,富士見市上沢三丁目１４番１０号,35.85082,139.52861,13.49150810908673,0,整外 内
医療法人社団　頌和会　村田医院,医科,東京都,世田谷区,世田谷区豪徳寺二丁目１６番２５号,35.64582,139.64667,13.49250968616569,0,内 小 皮 消化器内科 循環器内科
森医院,医科,東京都,板橋区,板橋区中台二丁目１７番１号－２１３,35.77057,139.67964,13.495228802747413,0,内 呼内 感染症内科
指扇病院附属　笹目クリニック,医科,埼玉県,戸田市,戸田市笹目５丁目２０番地１０,35.81681,139.64305,13.495456080040698,0,内 外 整外 リハ リウ
医療法人社団　ＷＨＡ　さかうえ整形・形成外科クリニック,医科,東京都,中野区,中野区本町二丁目４６番１号　中野坂上サンブライトツイン３階,35.69596,139.68246,13.504224969231805,0,整外 内 形外 美外 皮 リハ
弥生ファーストクリニック,医科,東京都,中野区,中野区本町二丁目４６番１号　中野坂上サンブライトツイン３階,35.69596,139.68246,13.504224969231805,0,内 放 循環器内科 消化器内科
牧野産婦人科クリニック,医科,東京都,中野区,中野区本町二丁目４６番１号　サンブライトツイン３階,35.69596,139.68246,13.504224969231805,0,産婦
ふじみの救急病院,医科,埼玉県,入間郡三芳町,入間郡三芳町北永井９９７－５,35.84868,139.50832,13.505004035775544,39,救命 脳外 神内 循環器内科 消化器内科 整外 内 外 リハ 放 糖尿病内科 内分泌内科
医療法人社団　希光会　西尾医院,医科,東京都,板橋区,板橋区常盤台三丁目２６番１５号,35.76234,139.683,13.508229229434919,0,内 外 小 消化器内科 消化器外科 整外 肛門外科 循環器内科 糖尿病内科 ひ 皮
医療法人社団　温洋会　もりかわ医院,医科,東京都,豊島区,豊島区要町三丁目２１番１１号　千優ビル３階,35.73883,139.68806,13.509944452040875,0,内 循 消
まつがおか耳鼻咽喉科医院,医科,東京都,世田谷区,世田谷区桜三丁目２番１７号　ＤＳ桜ビル４階Ｅ,35.64,139.63965,13.513096721516318,0,耳い
マリア皮フ科クリニック,医科,東京都,世田谷区,世田谷区桜三丁目２番１７号　ＤＳ桜ビル４階Ｄ号室,35.64,139.63965,13.513096721516318,0,皮 アレ
ほしの内科・アレルギークリニック,医科,東京都,世田谷区,世田谷区桜三丁目２番１７号　ＤＳ桜ビル２階,35.64,139.63965,13.513096721516318,0,内 小 アレ 呼内
世田谷通り桜内科クリニック,医科,東京都,世田谷区,世田谷区桜三丁目２番６号　アヴニール桜Ｂ１Ｆ,35.64,139.63965,13.513096721516318,0,内 アレ 呼内
中村外科医院,医科,東京都,中野区,中野区東中野一丁目６番６号,35.70178,139.68449,13.516370655476065,0,外 乳腺外科 整外 胃腸内科 皮 ひ 肛門外科
ニキ・ハートクリニック,医科,東京都,渋谷区,渋谷区本町四丁目１６番９号　コヅカビル１階,35.68791,139.67935,13.516916990116043,0,循環器内科 内
医療法人社団　和会　あべこどもクリニック,医科,東京都,板橋区,板橋区高島平一丁目２８番５号　ＫＡＺＺビル２階,35.7833,139.67334,13.520961606187027,0,内 小 アレ
医療法人社団　孝慈会　中台医院,医科,東京都,板橋区,板橋区中台一丁目４番７号　小川ビル１０１号,35.76529,139.68211,13.52277899521221,0,内 循
医療法人社団　幸芳会　藤間産婦人科医院,医科,東京都,中野区,中野区弥生町一丁目１７番１号　１階及び２階,35.68949,139.68013,13.523740562262917,0,産婦 内 小
西台クリニック,医科,東京都,板橋区,板橋区高島平一丁目８３番８号,35.7868,139.67122,13.527244964922657,0,放 内
山口眼科クリニック,医科,東京都,板橋区,板橋区高島平一丁目８３番１号　西台ＮＣビル１０１号,35.7868,139.67122,13.527244964922657,0,眼
医療法人社団　功恵会　武藤耳鼻いんこう科医院,医科,東京都,中野区,中野区東中野一丁目３５番２１号　１階　,35.70447,139.68544,13.534308961537992,0,耳い
医療法人社団　珠ＭＥＤＩＣＡＬ　髙島クリニック,医科,東京都,新宿区,新宿区上落合二丁目１８番１５号,35.71457,139.68764,13.542352159408761,0,外 内 整外 乳腺外科 消化器内科 美容皮膚科
リーデンス皮フ科クリニック,医科,東京都,日野市,日野市高幡５０７番地４　リーデンススクエア高幡不動１１７,35.66442,139.41222,13.544774202649128,0,皮
みぞべこどもクリニック,医科,東京都,日野市,日野市高幡５０７番地４　リーデンススクエア高幡不動１１６,35.66442,139.41222,13.544774202649128,0,小
医療法人社団　緑の森　さくらクリニック,医科,東京都,中野区,中野区本町二丁目２番２号　ＹＳビル地下１階,35.69246,139.68161,13.544897981583999,0,内 神内
しもきたざわ　こどもの発達クリニック,医科,東京都,世田谷区,世田谷区代田６丁目６番１号　ＴＯＫＹＵ　ＲＥＩＴ　下北沢スクエア３０３,35.6635,139.66466,13.545384551926208,0,児童精神科 小
しまざき耳鼻咽喉科クリニック,医科,東京都,豊島区,豊島区要町三丁目１２番９号　千川駅前ビル１階,35.73852,139.68849,13.54615559907754,0,耳い
永田小児科医院,医科,東京都,中野区,中野区東中野五丁目５番１０号,35.70813,139.68649,13.548581043107179,0,小
伊藤メディカルクリニック,医科,東京都,新宿区,新宿区上落合二丁目２５番３号　　伊藤ビル１階,35.71129,139.68715,13.549237019647551,0,内 外 皮 アレ 糖尿病内科 血管外科 循環器内科
ながしま脳外科内科クリニック,医科,東京都,豊島区,豊島区長崎三丁目１９番１４号　ミザールビル１階,35.73043,139.68892,13.550868156877566,0,内 脳外
中谷医院,医科,東京都,中野区,中野区東中野五丁目８番７号,35.70827,139.68661,13.556476838837686,0,内
医療法人社団　武蔵野会　ＴＭＧ宗岡中央病院,医科,埼玉県,志木市,志木市上宗岡５丁目１４番５０号,35.84606,139.58397,13.557571406952516,100,内 外 整外 小 リハ ひ 脳外
医療法人社団　寛明会　山田内科クリニック,医科,埼玉県,入間郡三芳町,入間郡三芳町北永井３－１１,35.84848,139.50444,13.558921238635806,0,内 循 小 皮
ひとみタウンケアクリニック,医科,東京都,多摩市,多摩市諏訪一丁目６５番地１　永山ハウス１０１号,35.6312,139.45033,13.564102553981906,0,内 小 リハ
菖医院,医科,東京都,中野区,中野区東中野一丁目２５番９号,35.70364,139.68559,13.56708829926798,0,内 皮 精
山本りかアイクリニック,医科,東京都,新宿区,新宿区上落合二丁目２１番１３号,35.71333,139.68774,13.569299493503452,0,眼
やよい町こども医院,医科,東京都,中野区,中野区弥生町一丁目８番１１号　東京計量器中野坂上ビル１階,35.69165,139.68159,13.571102661733965,0,小 新生児内科 内 アレ
Ｇｒｅｅｎ　Ｆｏｒｅｓｔ　下北沢クリニック,医科,東京都,世田谷区,世田谷区代田５－１７－５　カーラ下北沢Ⅱ－２０１,35.66034,139.66241,13.57228985538372,0,内 外 救急科 小 アレ 皮
西台高島平内科・内視鏡・皮膚科クリニック,医科,東京都,板橋区,板橋区高島平１丁目５５番５号　シャトー・ドゥ・ペール２階,35.78429,139.67348,13.58101866566822,0,内 消化器内科 皮膚科 美容皮膚科
西台眼科クリニック,医科,東京都,板橋区,板橋区高島平一丁目５５番５号　シャトー・ドゥ・ペール　３階,35.78429,139.67348,13.58101866566822,0,眼 小児眼科
あいクリニック,医科,東京都,多摩市,多摩市貝取１４３１番地３,35.63513,139.44374,13.581591720012835,0,内 呼内 消化器内科 循環器内科 精 整外 リハ
上田クリニック,医科,東京都,中野区,中野区東中野一丁目２３番４号　ＭＳヴィラージュ１０１,35.70341,139.6857,13.582303796212248,0,内 心内 小
みなみ耳鼻咽喉科医院,医科,東京都,渋谷区,渋谷区幡ヶ谷二丁目１８番１６号,35.67765,139.67484,13.582316969116762,0,耳い
永山内科クリニック,医科,東京都,多摩市,多摩市乞田１４２６番地　ＫＴＡビル２階,35.63393,139.44548,13.587235925089773,0,内 アレ 呼内
代田クリニック,医科,東京都,世田谷区,世田谷区代田二丁目１８番１１号　エコービル１階２階,35.65755,139.6602,13.589774059517707,0,内 精 心内
医療法人社団　いしかわキッズクリニック,医科,東京都,世田谷区,世田谷区世田谷二丁目６番１１号　１階,35.64365,139.64557,13.589983145067261,0,小 内 アレ
医療法人社団　西台耳鼻咽喉科医院,医科,東京都,板橋区,板橋区高島平一丁目８１番１２号　セレクト西台２階,35.78682,139.672,13.59049083763294,0,耳い 小 内 気食
医療法人社団　仁智会　鈴木内科クリニック,医科,東京都,日野市,日野市高幡１００９番地７　ＴＩＫビル２階,35.66092,139.41444,13.591583398809933,0,内 呼内
川野皮膚科医院,医科,東京都,日野市,日野市高幡１００９番地４　京王アンフィール高幡１階,35.66092,139.41444,13.591583398809933,0,皮
ふじこどものこころクリニック,医科,東京都,日野市,日野市高幡１００９－３　エンフォート高幡２０３号,35.66092,139.41444,13.591583398809933,0,児童精神科
医療法人社団　笹島整形外科クリニック,医科,東京都,日野市,日野市高幡１００９番地４　京王アンフィール高幡１階,35.66092,139.41444,13.591583398809933,0,整外 外 リハ
医療法人社団　優　やごうクリニック,医科,東京都,板橋区,板橋区常盤台三丁目２４番１３号　ホワイトクロス５　１階,35.76367,139.68352,13.593605484150212,0,内 ひ 内視鏡内科 消化器内科
医療法人社団　燦燦会　中野サンクリニック,医科,東京都,中野区,中野区中央一丁目３２番７号　ユニーブル中野坂上１階,35.6981,139.68423,13.594037924628157,0,内
