医療機関名,保険区分,都道府県名,市区町村名,所在地,緯度,経度,distance_km,病床数計,診療科目
松下皮膚科クリニック,医科,東京都,板橋区,板橋区常盤台四丁目３５番１１号　西川ビルディング１階,35.76496,139.67648,13.026649564484199,0,形外 皮 アレ
溝口医院,医科,東京都,中野区,中野区弥生町二丁目１２番９号,35.69255,139.67561,13.027078953163063,0,内 小 皮
上西診療所,医科,神奈川県,川崎市多摩区,川崎市多摩区三田１－２１－９,35.61261,139.54121,13.029434440893615,0,内 精 神
もりこどもクリニック,医科,東京都,稲城市,稲城市若葉台四丁目１８番地４,35.62728,139.46884,13.031045567532457,0,小
医療法人社団　和貴会　きたほり内科クリニック,医科,東京都,豊島区,豊島区南長崎四丁目５番２０号　ｉＴｅｒｒａｃｅ落合南長崎３０３,35.72391,139.68301,13.034030500067963,0,循環器内科 内 呼内
南長崎整形リハビリクリニック,医科,東京都,豊島区,豊島区南長崎四丁目５番２０号,35.72391,139.68301,13.034030500067963,0,整外 リハ リウ
医療法人社団　慈雲会　アルパカ小児科耳鼻科クリニック,医科,東京都,豊島区,豊島区南長崎４丁目５番２０号　ｉＴｅｒｒａｃｅ落合南長崎３階３０６,35.72391,139.68301,13.034030500067963,0,小 耳い アレ
医療法人社団　三峰会　宮下医院,医科,東京都,中野区,中野区南台二丁目２４番１２号,35.68361,139.67149,13.034042388839865,0,内 小 外
一般社団法人　誠創会　あさがおクリニック,医科,東京都,渋谷区,渋谷区笹塚三丁目１７番４号　にしのビル２０１,35.67687,139.66762,13.034649071672618,0,内
医療法人社団　星医院,医科,東京都,世田谷区,世田谷区松原五丁目５番１号,35.66183,139.65643,13.034937983894677,0,内 呼 消 循 小
羽根木の森　アイクリニック,医科,東京都,世田谷区,世田谷区代田四丁目２６番４号,35.66054,139.65529,13.035441900780546,0,眼 美容皮膚科
斎藤医院,医科,東京都,板橋区,板橋区桜川二丁目１１番５号,35.75824,139.67894,13.037785266576472,0,内 小
そはら医院,医科,東京都,新宿区,新宿区西落合三丁目１番２２号　１階２階,35.72284,139.683,13.039706112176031,0,内 循 小 リハ
医療法人社団　慈誠会　上板橋病院,医科,東京都,板橋区,板橋区常盤台四丁目３６番９号,35.76535,139.6765,13.041432336143309,150,内 外 整外 耳い 心内 リウ 皮 ひ リハ 脳外 神内
板橋北クリニック,医科,東京都,板橋区,板橋区高島平八丁目７番６号　サンプレジエール２０２号,35.7887,139.66377,13.0420297805333,0,内
医療法人社団　基豊会　笹塚田中クリニック,医科,東京都,渋谷区,渋谷区笹塚二丁目１６番４号　アンディーラニ笹塚１階,35.67424,139.66605,13.044327871816519,0,内 胃
綱川眼科診療所,医科,東京都,豊島区,豊島区長崎五丁目１番３１号　２０４号,35.73093,139.68332,13.045778975781467,0,眼
医療法人社団　白ゆり会　しのざきクリニック,医科,東京都,豊島区,豊島区長崎五丁目１番３１号　豊島ハイツ２０１号,35.73093,139.68332,13.045778975781467,0,内 外 産婦
社会医療法人社団　健友会　桜山診療所,医科,東京都,中野区,中野区東中野三丁目１７番８号,35.70885,139.681,13.046560321346503,0,内 消 循 整外
原田内科クリニック,医科,神奈川県,川崎市多摩区,川崎市多摩区西生田４－１６－２４,35.61303,139.52422,13.04755596442695,0,内
医療法人社団　草芳会　三芳野病院,医科,埼玉県,入間郡三芳町,入間郡三芳町北永井８９０－６,35.84538,139.51405,13.047669007248063,109,内 循内 呼内 外 整外 精 皮 ひ 婦 眼 耳い 麻 リハ 放
鵜木耳鼻咽喉科医院,医科,東京都,豊島区,豊島区長崎五丁目３３番１０号,35.73537,139.6832,13.048812123545403,0,耳鼻咽喉科 小児耳鼻咽喉科 小
白石医院,医科,東京都,中野区,中野区南台二丁目１８番１０号,35.68322,139.67151,13.05286535117781,2,産婦 外 内 精 小 整外 皮 ひ
藤川医院,医科,東京都,板橋区,板橋区常盤台四丁目３２番６号　１０１,35.76371,139.67728,13.054766616081645,0,内 呼 小 皮ひ アレ
医療法人社団　雄寧会　太田眼科医院,医科,東京都,板橋区,板橋区常盤台四丁目３２番２号　１階２階,35.76371,139.67728,13.054766616081645,0,眼
所沢慈光病院,医科,埼玉県,所沢市,所沢市北中１丁目２２８番,35.80857,139.43146,13.059951021188741,200,精 内 心内
中野坂上クリニック,医科,東京都,中野区,中野区本町三丁目２９番１５号　ＭＭビル２階Ａ号室,35.69739,139.67786,13.061009348637842,0,形外 美外
そわクリニック東長崎,医科,東京都,豊島区,豊島区長崎四丁目７番８号　第３大同ビル３階,35.73016,139.68355,13.066037443754166,0,内 脳内 リハ 皮 アレ
医療法人社団　健育会　竹川病院,医科,東京都,板橋区,板橋区桜川二丁目１９番１号,35.75884,139.67911,13.068964337881797,161,内 皮 リハ
医療法人　明雄会　北所沢病院,医科,埼玉県,所沢市,所沢市下富１２７０－９,35.82485,139.45337,13.08324174521275,131,内 皮 リハ
かなざわ内科クリニック,医科,東京都,世田谷区,世田谷区宮坂一丁目３８番１８号,35.64963,139.64487,13.083288886136984,0,内 呼 アレ
久木田医院,医科,東京都,新宿区,新宿区西落合一丁目９番８号,35.72126,139.68336,13.083807743498289,0,耳い 小
中野ひだまりクリニック,医科,東京都,中野区,中野区東中野三丁目６番１２号,35.70827,139.68135,13.089324139122796,0,内 消化器内科 外 循環器内科
ひらかた消化器内視鏡クリニック,医科,東京都,稲城市,稲城市若葉台１－５５,35.62424,139.47458,13.089875641578773,0,消化器内科
小原医院,医科,東京都,世田谷区,世田谷区大原一丁目４９番１４号　１階,35.66982,139.66357,13.091083231469387,0,内 消 小
医療法人社団　明芳会　イムス記念病院,医科,東京都,板橋区,板橋区常盤台四丁目２５番５号,35.76344,139.6778,13.09110079801712,70,内 小 ひ 整外 皮 眼 糖尿病内科 血液内科 脳外
医療法人社団　緑萌会　重城内科クリニック,医科,東京都,立川市,立川市上砂町一丁目２番地３,35.71836,139.39445,13.092443310748832,0,内 小 アレ
医療法人社団　長崎眼科診療所,医科,東京都,豊島区,豊島区長崎四丁目３０番１号　末野ビル１階,35.73109,139.68384,13.092888849489139,0,眼
医療法人社団　健朗会　三五医院,医科,東京都,中野区,中野区南台二丁目６番８号,35.68172,139.6712,13.09444385621389,0,内 神内
家田整形外科　皮膚科クリニック,医科,埼玉県,富士見市,富士見市鶴瀬東１－１０－４,35.84758,139.53899,13.099903612526239,0,整外 皮 リハ リウ
東長崎駅前内科クリニック,医科,東京都,豊島区,豊島区長崎四丁目７番１１号　マスターズ東長崎　１階・３階,35.73027,139.68393,13.100375382858001,0,内 胃腸内科 消化器内科 内視鏡内科 肝臓内科
医療法人社団　佐介会　田中クリニック,医科,東京都,中野区,中野区東中野三丁目１７番１８号　１階,35.70867,139.68158,13.101669526804477,0,内 アレ 呼内
しゅっとう医院,医科,東京都,豊島区,豊島区長崎四丁目７番１２号　相澤ビル１階,35.73019,139.68405,13.111179045174554,0,内 外 整外 麻
やまと診療所,医科,東京都,板橋区,板橋区東新町一丁目２６番１４号,35.75699,139.68021,13.116329348454508,0,内 精 外 皮 循環器内科
医療法人社団　松吉医院,医科,東京都,渋谷区,渋谷区笹塚一丁目５７番５号　松吉ビル２階,35.67369,139.66663,13.119477830646392,0,内 小 皮 アレ
豪徳寺整形外科クリニック,医科,東京都,世田谷区,世田谷区豪徳寺２丁目３１番８号　ハイム和泉１０２号室,35.65018,139.64604,13.119494060866078,0,整外 リハ リウ
医療法人財団　圭友会　小原病院,医科,東京都,中野区,中野区本町三丁目２８番１６号,35.69694,139.67839,13.120880347264919,120,内
本阿弥医院,医科,東京都,豊島区,豊島区南長崎四丁目２４番１２号,35.72658,139.68411,13.121604342125606,0,内 脳外
上板橋松山内科クリニック,医科,東京都,板橋区,板橋区常盤台四丁目３０番９号,35.76474,139.67772,13.126178651279085,0,内
平成ホームクリニック,医科,東京都,板橋区,板橋区向原三丁目７番７号　コーシャハイム向原７号棟　２階,35.74379,139.68324,13.129746792530765,0,内 皮 精
医療法人　知真会　小茂根内科クリニック,医科,東京都,板橋区,板橋区小茂根三丁目２番１５号,35.75173,139.68175,13.130783832909316,0,内 循環器内科 消化器内科 呼内
医療法人社団　賛州会　藤岡医院,医科,東京都,渋谷区,渋谷区笹塚一丁目３０番１１号　中村ビル３階,35.67331,139.66661,13.138051932984421,0,内 皮 循環器内科
日野厚生クリニック,医科,東京都,日野市,日野市日野１３２１番地　２階,35.67897,139.40742,13.139133655143429,0,皮 アレ
笹塚レディースクリニック,医科,東京都,渋谷区,渋谷区笹塚１－３０－３　ビラージュ笹塚３　４階,35.67293,139.66637,13.13931597090049,0,産 婦 内
医療法人社団　ピクシス　ノリ・メディカルクリニック笹塚南,医科,東京都,渋谷区,渋谷区笹塚一丁目３０番３号　ビラージュ笹塚Ⅲ６階,35.67293,139.66637,13.13931597090049,0,内 心内 アレ 精 人工透析
医療法人社団　陸結会　高島平かわむらクリニック,医科,東京都,板橋区,板橋区高島平九丁目１８番７号　Ｅｌ　ｍａｒ２階,35.7888,139.66495,13.139743216553416,0,内 循環器内科 小
医療法人社団　敬裕会　高田整形外科クリニック,医科,東京都,中野区,中野区東中野二丁目２７番７号,35.70592,139.68135,13.139748437159065,0,整外 形外 放 リハ
髙田皮膚科クリニック,医科,東京都,中野区,中野区東中野二丁目２７番７号　メディカルコートタカダ２階２０５号,35.70592,139.68135,13.139748437159065,0,皮 形外
頴川医院,医科,東京都,中野区,中野区本町二丁目５２番６号,35.69596,139.67827,13.141307650333083,0,内 小 婦
岡本クリニック,医科,東京都,渋谷区,渋谷区笹塚一丁目５６番６号　クレセントプラザ笹塚９０Ａ,35.67437,139.66737,13.14265190681802,0,精 心内
医療法人社団　明雄会　三芳の森病院,医科,埼玉県,入間郡三芳町,入間郡三芳町上富１６８６,35.84057,139.48805,13.143399252356524,240,精 心内
リスホームケアクリニック,医科,神奈川県,川崎市麻生区,川崎市麻生区千代ケ丘５－７－１－２０４,35.61449,139.50647,13.147033486827153,0,内 外 整外 精 放 小 心内 眼 皮 ひ リハ 緩ケア内
上板橋ホームケアクリニック,医科,東京都,板橋区,板橋区常盤台４－２９－１５,35.76529,139.67778,13.149548935831245,0,内 循環器内科 緩和ケア内科
加藤医院,医科,東京都,世田谷区,世田谷区梅丘一丁目５７番１１号　１階,35.6539,139.6505,13.15029008648194,0,内
医療法人社団　広士会　陣内耳鼻咽喉科クリニック,医科,東京都,渋谷区,渋谷区笹塚二丁目１０番４号　Ｙ笹塚ビル２階,35.67533,139.66814,13.154585227656877,0,耳い 漢方内科
和田整形外科クリニック,医科,東京都,渋谷区,渋谷区笹塚二丁目１０番４号　Ｙ笹塚ビル３階,35.67533,139.66814,13.154585227656877,0,整外 リハ リウ
医療法人社団　拓研会　岩瀬内科循環器科クリニック,医科,東京都,渋谷区,渋谷区笹塚二丁目１０番４号　Ｙ－笹塚ビル２階,35.67533,139.66814,13.154585227656877,0,内 循
本橋内科クリニック,医科,神奈川県,川崎市多摩区,川崎市多摩区宿河原３－１－６,35.61584,139.57812,13.156937257233952,0,内 呼内 循内 消内 腎内 人透内 血内
医療法人社団　ＴＬＣ　渋谷笹塚ＨＤクリニック,医科,東京都,渋谷区,渋谷区笹塚一丁目３０番１号　ビラージュ笹塚Ⅲ　４０３,35.673,139.66667,13.15933188956486,0,循環器内科 人工透析内科
医療法人社団　三心会　中野なおクリニック,医科,東京都,中野区,中野区弥生町二丁目４番９号　ツナシマ第三ビル２階・３階,35.69148,139.67671,13.159378624335039,0,心外 内 麻 緩和ケア内科 老年内科
あきらクリニック,医科,東京都,渋谷区,渋谷区笹塚二丁目１２番１５号　ハイツ・ミノン２０１号,35.67514,139.66808,13.159526872092147,0,内 小 アレ 皮
中井内科クリニック,医科,東京都,日野市,日野市万願寺五丁目６番地１４　カレラエイト,35.66961,139.4133,13.15972608802164,0,内 呼 消
後藤クリニック,医科,東京都,中野区,中野区東中野三丁目１１番６号　誠屋ビル２階,35.70813,139.68213,13.161411277496635,0,精 神 心内
医療法人社団　澤池会　坂本クリニック,医科,東京都,渋谷区,渋谷区笹塚一丁目３１番１１号　ビラージュ笹塚Ⅰ　１０１号室,35.67294,139.66669,13.164121676297738,0,内 小
吉田産婦人科クリニック,医科,東京都,渋谷区,渋谷区幡ヶ谷三丁目７４番１０号,35.67956,139.67084,13.164968629476604,0,産 婦
医療法人　啓仁会　所沢ロイヤル病院,医科,埼玉県,所沢市,所沢市北野３－１－１１,35.79691,139.41861,13.165815725733543,332,内 リハ
井上医院,医科,東京都,世田谷区,世田谷区松原六丁目１番１０号,35.65667,139.65349,13.166052570052946,0,内 循 消 小
医療法人社団　ヴェーダ会　日比生クリニック,医科,埼玉県,富士見市,富士見市鶴瀬東２－１７－２９　マイフィールド１階,35.84822,139.53986,13.17140427524014,0,小 内
医療法人社団　康明会　康明会ホームケアクリニック,医科,東京都,日野市,日野市日野１４５１番地１　　シルバービレッジ日野クリニックビル１階,35.67787,139.40764,13.174393806910738,0,内
ゆうりんクリニック,医科,東京都,豊島区,豊島区千早四丁目３４番７号　１階２階,35.73955,139.68433,13.180537647335905,0,内 精
笹塚駅前こたろ形成皮ふ科クリニック,医科,東京都,渋谷区,渋谷区笹塚１－５６－１０　総栄ビル２階,35.67455,139.66798,13.181986553840883,0,形外 皮 美容皮膚科 美外 内
ささづか駅前おはな診療所,医科,東京都,渋谷区,東京都渋谷区笹塚一丁目５６番１０号　２階Ａ,35.67455,139.66798,13.181986553840883,0,耳鼻咽喉科 小児耳鼻いんこう科 内 呼内 循環器内科 代謝・内分泌内科 漢方内科
ほそかわ内科クリニック,医科,東京都,新宿区,新宿区中井二丁目２０番７号　熊谷ビル１階,35.71557,139.68381,13.18551574794609,0,内 アレ 呼内
東京ジェネラルクリニック,医科,東京都,新宿区,新宿区中井２－２０－１４,35.71557,139.68381,13.18551574794609,0,内 外 精 小 皮 耳い
久保田診療所,医科,神奈川県,川崎市多摩区,川崎市多摩区宿河原４－２１－２３,35.61579,139.57921,13.189200847617716,0,小 アレ 内 耳い 胃内
須賀医院,医科,東京都,板橋区,板橋区東新町一丁目１９番３号,35.76067,139.67995,13.193813283003687,0,内 小
医療法人社団　晃秀会　小杉医院,医科,東京都,世田谷区,世田谷区羽根木一丁目３番２号　１階,35.66339,139.65994,13.196625522958703,3,内 産婦
医療法人社団　中山レディスクリニック,医科,東京都,中野区,中野区東中野三丁目９番１４号,35.70804,139.68254,13.199638684242887,3,産 婦
もぐさ園三沢台診療所,医科,東京都,日野市,日野市三沢二丁目１２番１３号,35.65553,139.42473,13.201006511969604,0,内 小 外 整外 皮 婦
独立行政法人　国立病院機構　西埼玉中央病院,医科,埼玉県,所沢市,所沢市若狭２－１６７１,35.80457,139.42516,13.202389260607124,325,内 他 呼内 精 神内 小 外 整外 脳外 皮 ひ 産婦 眼 耳い 放 麻 歯 リハ
医療法人社団　正有会　髙橋医院,医科,東京都,板橋区,板橋区高島平九丁目１７番３号,35.78867,139.66588,13.205338300142097,0,内 外 消化器内科 肛門外科
小泉整形外科医院,医科,東京都,世田谷区,世田谷区宇奈根三丁目１３番２１号,35.62432,139.60606,13.205951500746032,0,整外
松田健身クリニック,医科,東京都,多摩市,多摩市桜ヶ丘二丁目１０番地１７,35.63773,139.44638,13.206760291404647,0,内 精 神内 心内
医療法人社団　千晶会　落合駅前クリニック,医科,東京都,新宿区,新宿区上落合三丁目１０番３号　加藤ビル１階,35.71056,139.68321,13.210713347567003,0,内 精 小 外 整外 皮 アレ
宮川内科・小児科医院,医科,東京都,世田谷区,世田谷区代田六丁目２３番５号,35.66459,139.66112,13.211351934788377,0,内 小
いたや内科クリニック,医科,東京都,中野区,中野区東中野三丁目８番９号　東中野医療ビル２階,35.70749,139.68256,13.212788215074323,0,内 糖尿病内科 循環器内科
やはぎ皮フ科クリニック,医科,東京都,中野区,中野区東中野三丁目８番９号　東中野医療ビル３階,35.70749,139.68256,13.212788215074323,0,皮 小児皮膚科 アレ 小
平山医院,医科,東京都,板橋区,板橋区中台一丁目４６番３号,35.7684,139.67735,13.220586231273117,0,内 小
冨岡医院,医科,神奈川県,川崎市麻生区,川崎市麻生区千代ヶ丘３－３－１８,35.61321,139.50978,13.223342998441343,0,内
ふたばこどもクリニック,医科,東京都,世田谷区,世田谷区梅丘一丁目２４番１２号　ピュアライン第７ビル　２階,35.65584,139.65356,13.228224639484539,0,小 アレ
Ｒｅｄ　Ｐｉｎｅ　美容クリニック,医科,東京都,中野区,中野区東中野二丁目２４番１３号　Ｓｕｉｔｅ　ｒｏｏｍ　３０２・２０２・２０１・１０１,35.7056,139.68228,13.229199670209145,0,美容皮膚科 皮 美容内科 内
くりはら循環器内科クリニック,医科,東京都,武蔵村山市,武蔵村山市榎二丁目８５番地１,35.741,139.39288,13.229743514842376,0,内 呼内 循環器内科
砂川医院,医科,東京都,立川市,立川市上砂町四丁目２２番地１,35.72623,139.39214,13.244550278057414,0,内 外 小 神
小田島こどもクリニック,医科,東京都,板橋区,板橋区東新町一丁目１４番１３号,35.76064,139.68062,13.251340549894053,0,小 アレ
医療法人社団　つぼみ会　つぼ内科おなかクリニック,医科,東京都,世田谷区,世田谷区梅丘二丁目２３番３０号　１階,35.6519,139.64989,13.252398468095498,0,胃 外 内
進士医院,医科,東京都,豊島区,豊島区長崎四丁目１４番１４号,35.72973,139.68562,13.252852040233035,0,内 皮 産 婦
笹塚２１内科ペインクリニック,医科,東京都,渋谷区,渋谷区笹塚一丁目４８番１４号　笹塚ショッピングモール２１　２階,35.67374,139.66838,13.256103151584407,0,ペインクリニック内科 漢方内科 内
しまクリニック,医科,東京都,渋谷区,渋谷区笹塚一丁目４８番１４号　笹塚ショッピングモール２１－２階,35.67374,139.66838,13.256103151584407,0,皮
笹塚平本クリニック,医科,東京都,渋谷区,渋谷区笹塚一丁目４８番１４号　ショッピングモール２階,35.67374,139.66838,13.256103151584407,0,胃 ひ 外 整外 こう
医療法人社団　明芳会　高島平中央総合病院,医科,東京都,板橋区,板橋区高島平一丁目７３番１号,35.78687,139.66777,13.256790827069542,235,内 小 外 整外 形外 脳外 皮 泌尿器科（人工透析） 眼 耳い リハ 麻 糖尿病・内分泌・代謝内科 腎臓内科（人工透析） 呼内 循環器内科 消化器内科 消化器外科 放射線診断科 腎臓内科 血管外科 肛門外科
医療法人社団　ソレイユ　平澤クリニック,医科,東京都,中野区,中野区弥生町一丁目５４番１２号　豊久ビル１階,35.69151,139.67787,13.257449135271031,0,内 呼 胃 循 小
ハートケア銀河クリニック,医科,東京都,中野区,中野区本町二丁目５０番１２号　フタバビル２階,35.69721,139.68007,13.258386108459698,0,内 精 神 心内
双泉会クリニックなかの,医科,東京都,中野区,中野区弥生町一丁目４３番９号　クラシー中野弥生町１階,35.68859,139.67661,13.258574290185939,0,内
医療法人社団　ＲＭＣ　笹塚アールエムシークリニック,医科,東京都,渋谷区,渋谷区笹塚一丁目２２番１号　Ｍハウス１階,35.6732,139.66812,13.26379052924017,0,整外 リハ 内
東中野駅前メンタルクリニック,医科,東京都,中野区,中野区東中野三丁目８番１３号　ＭＳＲ東中野地下１階,35.70741,139.68314,13.26589552095949,0,精 神内 心内
ソレイユレディースクリニック,医科,東京都,中野区,中野区東中野三丁目８番１３号　ＭＳＲ東中野ビル８階,35.70741,139.68314,13.26589552095949,0,婦 産 麻
医療法人社団　陽輝会　河合眼科医院,医科,東京都,中野区,中野区東中野三丁目８番１３号　ＭＳＲ東中野４階,35.70741,139.68314,13.26589552095949,0,眼
医療法人社団　虹耀会　中野坂上米沢医院,医科,東京都,中野区,中野区中央二丁目４番３号　ホーメイビルディング１０２号,35.69741,139.68028,13.270563528303192,0,内 消 小 皮 放
医療法人社団慈井会　井上医院,医科,神奈川県,川崎市多摩区,川崎市多摩区宿河原４－２５－２,35.61567,139.58189,13.270998562546978,0,皮 ひ 産婦 外
的場医院,医科,東京都,世田谷区,世田谷区梅丘一丁目２１番２号,35.65541,139.65379,13.274256060022557,0,内 小
大久保医院,医科,東京都,板橋区,東京都板橋区常盤台四丁目１０番５号,35.7631,139.68005,13.275223868515017,0,内
医療法人社団　健翔会　豊島長崎クリニック,医科,東京都,豊島区,豊島区長崎四丁目２５番１５号,35.73013,139.68588,13.276347455710134,0,内 精 整外 心内 ペインクリニック内科
梅ヶ丘駅前クリニック,医科,東京都,世田谷区,世田谷区梅丘一丁目２５番１号　第一山本ビル２階Ｂ,35.65585,139.65427,13.277829565093361,0,内 循環器内科 呼内
新井クリニック,医科,東京都,中野区,中野区東中野三丁目１０番１２号　石川デンタルビル３階,35.70828,139.68353,13.282667711578458,0,内 消 循
橋本医院,医科,東京都,渋谷区,渋谷区幡ヶ谷三丁目４８番１０号,35.68101,139.67316,13.288278745186679,0,内
医療法人社団　鴻仁会　鴻上内科医院,医科,東京都,世田谷区,世田谷区梅丘一丁目１１番３号　１階,35.65419,139.65283,13.291959726376966,0,内 消 循
医療法人社団　開自会　奥平クリニック,医科,東京都,立川市,立川市富士見町四丁目１０番１８号,35.69818,139.39667,13.304137765241123,0,内 消火器内科 アレ 内視鏡内科
中村医院,医科,東京都,中野区,中野区東中野一丁目５９番３号,35.7052,139.68304,13.305482268196947,0,内 小
中谷内科クリニック,医科,東京都,中野区,中野区東中野四丁目７番８号　ステーションプラザ　ロアール東中野１階,35.70763,139.6837,13.31099519483845,0,内 循
田島内科クリニック,医科,東京都,武蔵村山市,武蔵村山市中央三丁目５０番地１,35.75497,139.39461,13.311654540836432,0,内 消化器内科 内視鏡内科
医療法人社団　朋百会　立川富士見クリニック,医科,東京都,立川市,立川市富士見町七丁目５番１１号　ＢＬＯＳＳＯＭ　ＶＩＬＬＡＧＥ立川１２１,35.69363,139.39819,13.316025355368208,0,内 精
望月外科医院,医科,東京都,板橋区,板橋区常盤台四丁目８番５号,35.76402,139.68022,13.318776139312781,0,外 内 整外 ひ 皮 こう
武医院,医科,東京都,中野区,中野区東中野一丁目５９番１４号,35.70567,139.68332,13.319572383685848,0,皮 放 外 整外 小 リハ
医療法人社団　昭友会　みやき整形外科・脊椎クリニック,医科,東京都,世田谷区,世田谷区梅丘一丁目２６番５号　第一小山ビル２階・３階,35.65583,139.65491,13.324642052721583,0,整外 リハ ペインクリニック外科
医療法人社団　仁医会　東中野クリニック,医科,東京都,中野区,中野区東中野一丁目５８番１２号,35.70611,139.68358,13.33279015541972,0,内 神内
塔ノ山医院,医科,東京都,中野区,中野区中央二丁目１４番９号,35.69994,139.68184,13.333232593337792,3,内 小 皮 リハ
石原内科医院,医科,神奈川県,川崎市多摩区,川崎市多摩区宿河原３－１０－３セルシオＩＴＯ　１Ｆ,35.61424,139.57837,13.334375792430615,0,内 循
社会医療法人至仁会　よしかわクリニック,医科,埼玉県,所沢市,所沢市若狭３丁目２５７０番地２,35.80134,139.42014,13.339975543241128,0,眼 耳い 内 リハ 整外 皮
ケエムクリニック,医科,東京都,渋谷区,渋谷区笹塚一丁目５３番７号　笹塚サンハイツ１１０７,35.6753,139.67043,13.340025274748871,0,内
西立川クリニック,医科,東京都,立川市,立川市富士見町一丁目３３番３号　サンビナス立川内１階,35.7022,139.39494,13.344809577784577,0,内
一般社団法人　メディカル・トレック・インターナショナル　マリアンヌクリニック東中野,医科,東京都,中野区,中野区東中野四丁目４番２６号　アトレヴィ東中野店４階４０１１,35.70635,139.68379,13.346124289151556,0,内 形外 皮膚科 美容皮膚科 婦 乳腺外科 美外
宿河原津田眼科クリニック,医科,神奈川県,川崎市多摩区,川崎市多摩区宿河原３－１２－７大津医療ビル,35.61414,139.57843,13.346541993008962,0,眼
くすのき診療所,医科,東京都,中野区,中野区中央二丁目７番８号　１０３,35.69839,139.68152,13.349383514538378,0,内 外 脳外 リハ
医療法人社団　ルクール　ベリエの丘クリニック,医科,東京都,稲城市,稲城市若葉台二丁目１４番２号,35.62113,139.47589,13.350013019042393,16,産婦
医療法人社団　康翔勝会　堤耳鼻咽喉科医院,医科,東京都,中野区,中野区本町二丁目４２番１５号　１階,35.69568,139.6806,13.351842843379126,0,耳い
西島内科クリニック,医科,東京都,世田谷区,世田谷区宇奈根三丁目１番２１号,35.6233,139.60718,13.353267252245887,0,内 消化器内科 小
山崎クリニック,医科,神奈川県,川崎市多摩区,川崎市多摩区西生田３－２６－７,35.61008,139.52675,13.35337932844021,0,内 小
Ｄｒ．孝志郎のクリニック,医科,東京都,豊島区,豊島区南長崎三丁目９番１号　聖アン落合南長崎１０１,35.72294,139.68652,13.356268689948676,0,内 リハ 循環器内科
社会医療法人　至仁会　圏央所沢病院,医科,埼玉県,所沢市,所沢市東狭山ケ丘４－２６９２－１,35.80849,139.42697,13.357276965589799,245,内 呼内 消内 循内 外 整外 形外 美外 脳外 皮 ひ リハ 麻 眼 透外 腎内
ばば皮ふ科医院,医科,東京都,豊島区,豊島区長崎四丁目２０番６号,35.72973,139.68683,13.36207385020616,0,皮
東京マザーズクリニック,医科,東京都,世田谷区,世田谷区上用賀四丁目５番１号,35.63401,139.62828,13.367761662053569,9,産 婦 麻
明生リハビリテーション病院,医科,埼玉県,所沢市,所沢市東狭山ケ丘四丁目２６８１番地の２,35.80841,139.42662,13.375331556189971,111,リハ
あんべハート・クリニック,医科,埼玉県,ふじみ野市,ふじみ野市大井６２１番地１２,35.84969,139.52641,13.381262542199568,0,内 循 外 形外 心外
多賀谷医院,医科,東京都,世田谷区,世田谷区桜三丁目２６番１５号,35.64168,139.63982,13.386091326310314,0,精 内 心内
唯善クリニック内科・呼吸器内科,医科,東京都,立川市,立川市富士見町一丁目３４番９号　イーストンビル１階,35.70284,139.39427,13.387539280885019,0,内 呼内
岩瀬眼科医院,医科,東京都,立川市,立川市富士見町一丁目３１番１８号　西立川ＫＩビル３階,35.70173,139.39458,13.388555230647025,0,眼
西立川おとなとこどものクリニック,医科,東京都,立川市,立川市富士見町一丁目３１番１８号　西立川ＫＩビル２階,35.70173,139.39458,13.388555230647025,0,内 小 外 皮 心内 精
安藤整形外科医院,医科,東京都,立川市,立川市富士見町一丁目３１番１８号　西立川ＫＩビル２階,35.70173,139.39458,13.388555230647025,0,整外 リハ リウ 内
桃子メディカルクリニック,医科,東京都,世田谷区,世田谷区代田五丁目２７番１号,35.66183,139.66121,13.389042392897037,0,放 乳腺内科 女性臨床検査科
笹塚井上クリニック,医科,東京都,渋谷区,渋谷区笹塚一丁目１５番４号　ＡＩＫＩビル１階２階,35.67186,139.66882,13.39057115697704,0,内 糖尿病・代謝内科
渡辺クリニック,医科,東京都,中野区,中野区東中野四丁目７番１８号　岡藤ビル１階１０１号室,35.70818,139.68474,13.392133373884045,0,内 アレ
医療法人社団　秋野眼科医院,医科,東京都,豊島区,豊島区要町三丁目２５番地１０　フォレナビル１階,35.73916,139.68674,13.39391779882025,0,眼
桜クリニック,医科,東京都,世田谷区,世田谷区桜三丁目９番１２号,35.63917,139.63698,13.420911096202714,0,神 神内
宮本医院,医科,東京都,渋谷区,渋谷区本町五丁目２７番１１号,35.68369,139.67619,13.421760755237523,0,内
公益社団法人　日野市医師会　日野市平日準夜こども応急診療所,医科,東京都,日野市,日野市高幡１０１１番地,35.66204,139.41577,13.422176232030347,0,小
おばた小児クリニック,医科,神奈川県,川崎市麻生区,川崎市麻生区千代ヶ丘４－１８－１２スカイプラザ１－Ａ,35.61223,139.50464,13.429199336470342,0,小 アレ
医療法人社団　隆勇会　新河岸クリニック,医科,東京都,板橋区,板橋区新河岸一丁目３番２号　都営新河岸第２団地１０１号,35.79356,139.66519,13.43007915879231,0,内 呼内 循環器内科
医療法人社団　平間医院,医科,東京都,豊島区,豊島区南長崎三丁目３９番１３号,35.72709,139.68762,13.436910792843005,0,内 小 皮 ひ
石田皮膚科クリニック,医科,東京都,豊島区,豊島区要町三丁目２３番７号　大野千川ビル２０３,35.73925,139.68732,13.446883525723624,0,皮
