TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,地域階層レベル,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,医療法人 蒼生 くりばやし医院,医療法人社団 景山医院,医療法人社団 藤田クリニック,十勝いけだ地域医療センター,池田桜通診療所,浦幌町立診療所,糠内診療所,緑町クリニック,豊頃町立大津診療所,豊頃町立豊頃医院,駒畠診療所,LON,LAT,dist_km,total_patients,town,town_norm,match_type
01644016006,池田町,字西二条六丁目,池田町,字西二条六丁目,池田町字西二条六丁目,北海道,池田町,字西二条,六丁目,池田町字西二条六丁目,1644,16006,4,65.0,3.0,4.0,2.0,5.0,8.0,2.0,4.0,3.0,2.0,5.0,7.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44774173337237,42.92732040647385,15.71277783960772,193.0,池田町字西二条六丁目,池田町字西二条六丁目,code_in_car30
01644043002,池田町,字旭町二丁目,池田町,字旭町二丁目,池田町字旭町二丁目,北海道,池田町,字旭町,二丁目,池田町字旭町二丁目,1644,43002,4,213.0,7.0,9.0,5.0,9.0,8.0,4.0,6.0,8.0,14.0,11.0,11.0,14.0,14.0,14.0,25.0,17.0,16.0,13.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,11.0,566.0,0.0,350.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.45202340482143,42.92846656705382,15.718166520415936,1232.0,池田町字旭町二丁目,池田町字旭町二丁目,code_in_car30
01644026004,池田町,字西三条四丁目,池田町,字西三条四丁目,池田町字西三条四丁目,北海道,池田町,字西三条,四丁目,池田町字西三条四丁目,1644,26004,4,12.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44388067480006,42.926595414592356,15.747459259274542,0.0,池田町字西三条四丁目,池田町字西三条四丁目,code_in_car30
01644026006,池田町,字西三条六丁目,池田町,字西三条六丁目,池田町字西三条六丁目,北海道,池田町,字西三条,六丁目,池田町字西三条六丁目,1644,26006,4,31.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,3.0,4.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44582178622144,42.92724476076155,15.758864613040643,0.0,池田町字西三条六丁目,池田町字西三条六丁目,code_in_car30
01644033007,池田町,字大通七丁目,池田町,字大通七丁目,池田町字大通七丁目,北海道,池田町,字大通,七丁目,池田町字大通七丁目,1644,33007,4,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4496776532699,42.928841318819856,15.81938735067902,0.0,池田町字大通七丁目,池田町字大通七丁目,code_in_car30
01644005007,池田町,字西一条七丁目,池田町,字西一条七丁目,池田町字西一条七丁目,北海道,池田町,字西一条,七丁目,池田町字西一条七丁目,1644,5007,4,14.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44853371029075,42.92878841352015,15.844687700246542,63.0,池田町字西一条七丁目,池田町字西一条七丁目,code_in_car30
01644016007,池田町,字西二条七丁目,池田町,字西二条七丁目,池田町字西二条七丁目,北海道,池田町,字西二条,七丁目,池田町字西二条七丁目,1644,16007,4,22.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,192.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44733333072983,42.928707328434164,15.86910991755698,266.0,池田町字西二条七丁目,池田町字西二条七丁目,code_in_car30
01644005008,池田町,字西一条八丁目,池田町,字西一条八丁目,池田町字西一条八丁目,北海道,池田町,字西一条,八丁目,池田町字西一条八丁目,1644,5008,4,90.0,10.0,2.0,2.0,2.0,2.0,4.0,8.0,7.0,1.0,5.0,3.0,5.0,4.0,7.0,6.0,10.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44843288646277,42.93053786773093,16.03089537115155,94.0,池田町字西一条八丁目,池田町字西一条八丁目,code_in_car30
01644043003,池田町,字旭町三丁目,池田町,字旭町三丁目,池田町字旭町三丁目,北海道,池田町,字旭町,三丁目,池田町字旭町三丁目,1644,43003,4,235.0,7.0,4.0,3.0,7.0,6.0,4.0,4.0,11.0,14.0,11.0,14.0,11.0,15.0,20.0,38.0,26.0,21.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,17.0,303.0,0.0,41.0,437.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,143.45360045586207,42.93220726184939,16.073570680973646,818.0,池田町字旭町三丁目,池田町字旭町三丁目,code_in_car30
01644016008,池田町,字西二条八丁目,池田町,字西二条八丁目,池田町字西二条八丁目,北海道,池田町,字西二条,八丁目,池田町字西二条八丁目,1644,16008,4,113.0,5.0,3.0,7.0,8.0,8.0,11.0,6.0,10.0,8.0,13.0,4.0,7.0,2.0,2.0,1.0,8.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44673153026426,42.930507935270306,16.07408386757416,60.0,池田町字西二条八丁目,池田町字西二条八丁目,code_in_car30
01644026008,池田町,字西三条八丁目,池田町,字西三条八丁目,池田町字西三条八丁目,北海道,池田町,字西三条,八丁目,池田町字西三条八丁目,1644,26008,4,156.0,2.0,4.0,7.0,4.0,14.0,4.0,5.0,8.0,9.0,13.0,10.0,12.0,5.0,12.0,18.0,13.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,201.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4447180451907,42.93042133995155,16.12125229649704,315.0,池田町字西三条八丁目,池田町字西三条八丁目,code_in_car30
01644043004,池田町,字旭町四丁目,池田町,字旭町四丁目,池田町字旭町四丁目,北海道,池田町,字旭町,四丁目,池田町字旭町四丁目,1644,43004,4,306.0,9.0,6.0,20.0,5.0,6.0,14.0,14.0,9.0,16.0,20.0,21.0,22.0,21.0,32.0,28.0,23.0,16.0,12.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,19.0,454.0,0.0,143.0,794.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,143.45130967358543,42.93334550588974,16.251361280852013,1418.0,池田町字旭町四丁目,池田町字旭町四丁目,code_in_car30
01644005009,池田町,字西一条九丁目,池田町,字西一条九丁目,池田町字西一条九丁目,北海道,池田町,字西一条,九丁目,池田町字西一条九丁目,1644,5009,4,33.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44782161153194,42.93262057027574,16.265940446659,45.0,池田町字西一条九丁目,池田町字西一条九丁目,code_in_car30
01644016009,池田町,字西二条九丁目,池田町,字西二条九丁目,池田町字西二条九丁目,北海道,池田町,字西二条,九丁目,池田町字西二条九丁目,1644,16009,4,44.0,0.0,4.0,6.0,3.0,5.0,0.0,0.0,2.0,3.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.44677073535496,42.933012930749705,16.335412397084085,0.0,池田町字西二条九丁目,池田町字西二条九丁目,code_in_car30
01644026009,池田町,字西三条九丁目,池田町,字西三条九丁目,池田町字西三条九丁目,北海道,池田町,字西三条,九丁目,池田町字西三条九丁目,1644,26009,4,90.0,6.0,3.0,1.0,2.0,0.0,3.0,3.0,4.0,5.0,2.0,5.0,7.0,11.0,8.0,9.0,6.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,44.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4445740025873,42.93366956101898,16.46440145910741,76.0,池田町字西三条九丁目,池田町字西三条九丁目,code_in_car30
01644043005,池田町,字旭町五丁目,池田町,字旭町五丁目,池田町字旭町五丁目,北海道,池田町,字旭町,五丁目,池田町字旭町五丁目,1644,43005,4,291.0,2.0,3.0,4.0,10.0,5.0,7.0,10.0,12.0,14.0,11.0,12.0,17.0,18.0,36.0,39.0,41.0,23.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,21.0,77.0,0.0,43.0,753.0,0.0,42.0,0.0,0.0,51.0,0.0,0.0,143.45108376508156,42.935915083513905,16.528743463659847,966.0,池田町字旭町五丁目,池田町字旭町五丁目,code_in_car30
01644016010,池田町,字西二条十丁目,池田町,字西二条十丁目,池田町字西二条十丁目,北海道,池田町,字西二条,十丁目,池田町字西二条十丁目,1644,16010,4,168.0,2.0,3.0,6.0,4.0,1.0,5.0,2.0,1.0,5.0,2.0,6.0,5.0,6.0,5.0,10.0,15.0,20.0,22.0,27.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,14.0,146.0,539.0,197.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4448682877824,42.935280210150886,16.624805715013707,1500.0,池田町字西二条十丁目,池田町字西二条十丁目,code_in_car30
01644005010,池田町,字西一条十丁目,池田町,字西一条十丁目,池田町字西一条十丁目,北海道,池田町,字西一条,十丁目,池田町字西一条十丁目,1644,5010,4,174.0,7.0,10.0,13.0,13.0,5.0,5.0,4.0,10.0,10.0,13.0,19.0,21.0,2.0,13.0,9.0,8.0,8.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,48.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4438590441301,42.93558660902127,16.684648926827794,429.0,池田町字西一条十丁目,池田町字西一条十丁目,code_in_car30
01644043006,池田町,字旭町六丁目,池田町,字旭町六丁目,池田町字旭町六丁目,北海道,池田町,字旭町,六丁目,池田町字旭町六丁目,1644,43006,4,253.0,3.0,4.0,11.0,4.0,8.0,6.0,4.0,11.0,16.0,10.0,17.0,16.0,20.0,28.0,39.0,23.0,15.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,17.0,349.0,0.0,106.0,810.0,24.0,0.0,0.0,0.0,0.0,44.0,0.0,143.452076170897,42.93822544812149,16.74907828871986,1333.0,池田町字旭町六丁目,池田町字旭町六丁目,code_in_car30
01649025002,浦幌町,十勝太二区,浦幌町,十勝太二区,浦幌町十勝太二区,北海道,浦幌町,十勝太,二区,浦幌町十勝太二区,1649,25002,4,37.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,6.0,10.0,7.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,115.0,0.0,0.0,143.72554456762538,42.7538877495885,17.895129805629637,143.0,浦幌町十勝太二区,浦幌町十勝太二区,code_in_car30
