TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村コード,市区町村名,町丁字コード,大字・町名,字・丁目名,町丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,医療需要者数合計,こみ内科クリニック,やすらぎ在宅診療所,中島内科・循環器科クリニック,二俣尾診療所,医療法人社団 三清会 青梅かすみ台クリニック,医療法人社団 三秀会 青梅三慶病院,医療法人社団 上長渕医会 井上医院,医療法人社団 不二会 野村医院,医療法人社団 久遠会 友田クリニック,医療法人社団 亀生会 丹生クリニック,医療法人社団 厚心会 笹本医院,医療法人社団 向日葵清心会 ひまわり在宅診療所,医療法人社団 平岡会 青梅医院,医療法人社団 幸悠会 鈴木慈光病院,医療法人社団 救人会 東青梅診療所,医療法人社団 東仁会 ひがし青梅腎クリニック,医療法人社団 東仁会 青梅腎クリニック,医療法人社団 沢医会 沢井診療所,医療法人社団 瀧川メンタルクリニック,医療法人社団 真胤会 馬場内科クリニック,医療法人社団 睦和会 下奥多摩医院,医療法人社団 長生会 小曾木診療所,医療法人社団 長生会 成木長生病院,医療法人財団 利定会 大久野病院,医療法人財団 利定会 進藤医院,古里診療所,土田医院,大河原森本医院,奥多摩町 国民健康保険奥多摩病院日原診療所,奥多摩町国民健康保険 奥多摩病院,小林医院,川辺医院,明星会医院,林レディースクリニック,梅郷診療所,河辺皮膚科メンタルクリニック,河辺駅前クリニック,田中医院,社会福祉法人 双葉会診療所,荒巻医院,青梅市休日夜間診療所,青梅市立総合病院,青梅整形外科内科,馬場医院,LON,LAT,dist_km,total_patients,town,town_norm,match_type
13205005003,青梅市,西分町三丁目,青梅市,西分町三丁目,青梅市西分町三丁目,東京都,13205.0,青梅市,5003.0,西分町,３丁目,東京都青梅市西分町３丁目,316,13,29,7,10,8,18,17,31,26,17,19,22,19,30,9,19,10,8,3,1,-,0.49,1.51,0.26,0.25,0.19,0.51,0.54,1.04,0.91,0.67,0.84,1.27,1.2,2.43,0.85,2.13,1.2,0.92,0.3,0.1,,17.61,29.0,32.0,0.0,0.0,35.0,0.0,131.0,205.0,0.0,0.0,604.0,0.0,0.0,0.0,156.0,32.0,27.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,159.0,85.0,50.0,0.0,139.26729589306066,35.7883505104724,11.989499743024147,1973.0,青梅市西分町三丁目,青梅市西分町三丁目,code_in_car30
13205004001,青梅市,勝沼一丁目,青梅市,勝沼一丁目,青梅市勝沼一丁目,東京都,13205.0,青梅市,4001.0,勝沼,１丁目,東京都青梅市勝沼１丁目,542,14,16,12,23,22,25,30,19,37,36,36,38,37,53,46,31,34,28,3,2,-,0.53,0.83,0.44,0.57,0.52,0.71,0.96,0.64,1.3,1.41,1.58,2.19,2.34,4.29,4.32,3.47,4.08,3.22,0.3,0.2,,33.9,27.0,197.0,0.0,0.0,38.0,271.0,22.0,91.0,24.0,25.0,0.0,0.0,20.0,0.0,788.0,24.0,91.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,43.0,0.0,235.0,0.0,0.0,172.0,0.0,46.0,20.0,0.0,0.0,20.0,0.0,0.0,25.0,128.0,377.0,32.0,0.0,139.269712100534,35.7907646239864,12.122290168184179,2757.0,青梅市勝沼一丁目,青梅市勝沼一丁目,code_in_car30
13205013004,青梅市,千ヶ瀬町四丁目,青梅市,千ヶ瀬町四丁目,青梅市千ヶ瀬町四丁目,東京都,13205.0,青梅市,13004.0,千ヶ瀬町,４丁目,東京都青梅市千ヶ瀬町４丁目,914,28,18,37,52,54,42,53,54,74,65,81,63,71,75,63,38,22,15,6,2,1,1.06,0.94,1.36,1.28,1.28,1.19,1.7,1.81,2.59,2.54,3.56,3.62,4.49,6.08,5.92,4.25,2.64,1.72,0.6,0.2,0.1,48.93,129.0,81.0,0.0,0.0,59.0,0.0,189.0,0.0,0.0,0.0,39.0,0.0,48.0,0.0,158.0,0.0,84.0,0.0,0.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,311.0,250.0,0.0,139.26886869774708,35.786697762809965,12.180210942097379,2056.0,青梅市千ヶ瀬町四丁目,青梅市千ヶ瀬町四丁目,code_in_car30
13305002002,日の出町,大字大久野萱窪,日の出町,大字大久野萱窪,日の出町大字大久野萱窪,東京都,13305.0,西多摩郡日の出町,2002.0,大字大久野,萱窪,東京都西多摩郡日の出町大字大久野萱窪,1016,76,65,64,50,49,48,50,70,100,69,47,53,77,61,50,35,24,17,4,1,-,2.88,3.38,2.36,1.23,1.16,1.36,1.6,2.35,3.5,2.7,2.07,3.05,4.87,4.94,4.7,3.92,2.88,1.95,0.4,0.1,,51.4,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,139.2396082799632,35.74530198831014,12.235582435692535,897.0,日の出町大字大久野萱窪,日の出町大久野萱窪,code_in_car30
13305002003,日の出町,大字大久野羽生,日の出町,大字大久野羽生,日の出町大字大久野羽生,東京都,13305.0,西多摩郡日の出町,2003.0,大字大久野,羽生,東京都西多摩郡日の出町大字大久野羽生,460,12,25,19,27,12,12,13,21,25,29,25,28,30,35,22,35,45,24,15,4,-,0.45,1.3,0.7,0.66,0.28,0.34,0.42,0.7,0.88,1.13,1.1,1.61,1.9,2.84,2.07,3.92,5.4,2.76,1.5,0.4,,30.36,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,139.23512398206918,35.741481246379614,12.243014759703133,166.0,日の出町大字大久野羽生,日の出町大久野羽生,code_in_car30
13205009006,青梅市,長淵六丁目,青梅市,長淵六丁目,青梅市長淵六丁目,東京都,13205.0,青梅市,9006.0,長淵,６丁目,東京都青梅市長淵６丁目,398,10,19,22,28,27,18,15,20,33,35,33,12,30,30,27,13,15,7,4,-,-,0.38,0.99,0.81,0.69,0.64,0.51,0.48,0.67,1.16,1.37,1.45,0.69,1.9,2.43,2.54,1.46,1.8,0.8,0.4,,,21.17,64.0,0.0,0.0,0.0,268.0,0.0,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,90.0,0.0,1372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,140.0,0.0,139.26733934173902,35.78126211755496,12.250024933793842,3546.0,青梅市長淵六丁目,青梅市長淵六丁目,code_in_car30
13305002012,日の出町,大字大久野玉の内,日の出町,大字大久野玉の内,日の出町大字大久野玉の内,東京都,13305.0,西多摩郡日の出町,2012.0,大字大久野,玉の内,東京都西多摩郡日の出町大字大久野玉の内,296,5,4,8,19,17,7,5,10,14,22,26,27,26,18,35,21,14,9,9,-,-,0.19,0.21,0.29,0.47,0.4,0.2,0.16,0.34,0.49,0.86,1.14,1.55,1.64,1.46,3.29,2.35,1.68,1.03,0.9,,,18.65,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,139.24820927987003,35.7533384421284,12.251761604765388,593.0,日の出町大字大久野玉の内,日の出町大久野玉の内,code_in_car30
13205009005,青梅市,長淵五丁目,青梅市,長淵五丁目,青梅市長淵五丁目,東京都,13205.0,青梅市,9005.0,長淵,５丁目,東京都青梅市長淵５丁目,1376,32,64,62,52,55,28,69,80,127,82,85,70,83,125,109,89,73,54,27,10,-,1.21,3.33,2.28,1.28,1.3,0.79,2.21,2.68,4.45,3.21,3.74,4.03,5.25,10.13,10.24,9.97,8.77,6.2,2.71,1.0,,84.78,96.0,102.0,0.0,0.0,51.0,0.0,1104.0,0.0,0.0,675.0,416.0,0.0,0.0,839.0,46.0,0.0,116.0,0.0,483.0,0.0,807.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,589.0,132.0,0.0,139.26280236540185,35.77246565717661,12.259964917564535,5665.0,青梅市長淵五丁目,青梅市長淵五丁目,code_in_car30
13205013003,青梅市,千ヶ瀬町三丁目,青梅市,千ヶ瀬町三丁目,青梅市千ヶ瀬町三丁目,東京都,13205.0,青梅市,13003.0,千ヶ瀬町,３丁目,東京都青梅市千ヶ瀬町３丁目,919,44,42,29,38,43,52,49,59,63,47,55,63,73,88,76,44,28,20,5,1,-,1.67,2.18,1.07,0.93,1.02,1.48,1.57,1.98,2.21,1.84,2.42,3.62,4.61,7.13,7.14,4.93,3.36,2.3,0.5,0.1,,52.06,0.0,101.0,0.0,0.0,0.0,0.0,681.0,293.0,191.0,0.0,60.0,0.0,56.0,0.0,175.0,47.0,102.0,0.0,350.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,166.0,205.0,0.0,0.0,139.26913618928359,35.783906897924254,12.301806199298136,2803.0,青梅市千ヶ瀬町三丁目,青梅市千ヶ瀬町三丁目,code_in_car30
13205001006,青梅市,東青梅六丁目,青梅市,東青梅六丁目,青梅市東青梅六丁目,東京都,13205.0,青梅市,1006.0,東青梅,６丁目,東京都青梅市東青梅６丁目,847,40,39,25,22,32,29,64,51,65,58,57,48,60,75,77,38,43,18,5,1,-,1.52,2.03,0.92,0.54,0.76,0.82,2.05,1.71,2.28,2.27,2.51,2.76,3.79,6.08,7.23,4.25,5.16,2.07,0.5,0.1,,49.35,70.0,59.0,67.0,0.0,0.0,55.0,0.0,146.0,0.0,0.0,63.0,0.0,0.0,0.0,55.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,68.0,49.0,0.0,0.0,0.0,0.0,360.0,589.0,0.0,139.27373641749543,35.795252699282784,12.349910202396863,2081.0,青梅市東青梅六丁目,青梅市東青梅六丁目,code_in_car30
13205001002,青梅市,東青梅二丁目,青梅市,東青梅二丁目,青梅市東青梅二丁目,東京都,13205.0,青梅市,1002.0,東青梅,２丁目,東京都青梅市東青梅２丁目,1558,41,41,57,68,66,85,87,81,104,129,105,122,137,164,103,73,55,26,12,-,-,1.55,2.13,2.1,1.67,1.56,2.41,2.78,2.72,3.64,5.05,4.61,7.02,8.66,13.29,9.68,8.17,6.61,2.99,1.2,,,87.84,67.0,278.0,36.0,0.0,0.0,0.0,68.0,67.0,35.0,116.0,156.0,0.0,33.0,0.0,454.0,977.0,147.0,0.0,281.0,0.0,170.0,0.0,0.0,35.0,0.0,0.0,0.0,105.0,0.0,0.0,720.0,0.0,34.0,0.0,147.0,0.0,38.0,67.0,0.0,34.0,214.0,524.0,326.0,0.0,139.2729267607036,35.791241215837466,12.387687338202072,5129.0,青梅市東青梅二丁目,青梅市東青梅二丁目,code_in_car30
13205001001,青梅市,東青梅一丁目,青梅市,東青梅一丁目,青梅市東青梅一丁目,東京都,13205.0,青梅市,1001.0,東青梅,１丁目,東京都青梅市東青梅１丁目,936,33,26,49,47,42,44,41,53,69,101,110,63,74,70,40,37,20,10,6,1,-,1.25,1.35,1.8,1.16,0.99,1.25,1.31,1.78,2.42,3.95,4.83,3.62,4.68,5.67,3.76,4.14,2.4,1.15,0.6,0.1,,48.21,67.0,0.0,0.0,0.0,66.0,0.0,0.0,530.0,0.0,0.0,206.0,0.0,0.0,0.0,1499.0,0.0,136.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,56.0,0.0,0.0,363.0,305.0,291.0,0.0,0.0,139.2734240166789,35.7883644934551,12.518023394474671,3754.0,青梅市東青梅一丁目,青梅市東青梅一丁目,code_in_car30
13205040004,青梅市,小曾木四丁目,青梅市,小曾木四丁目,青梅市小曾木四丁目,東京都,13205.0,青梅市,40004.0,小曾木,４丁目,東京都青梅市小曾木４丁目,426,8,11,8,14,11,13,13,13,22,18,23,24,34,27,44,40,30,29,28,13,3,0.3,0.57,0.29,0.34,0.26,0.37,0.42,0.44,0.77,0.7,1.01,1.38,2.15,2.19,4.13,4.48,3.6,3.33,2.81,1.3,0.3,31.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,139.28064560991152,35.82106184964139,12.654256751296852,776.0,青梅市小曾木四丁目,青梅市小曾木四丁目,code_in_car30
13205013002,青梅市,千ヶ瀬町二丁目,青梅市,千ヶ瀬町二丁目,青梅市千ヶ瀬町二丁目,東京都,13205.0,青梅市,13002.0,千ヶ瀬町,２丁目,東京都青梅市千ヶ瀬町２丁目,1216,40,41,51,61,76,68,61,61,81,87,99,102,101,105,74,40,36,17,13,1,-,1.52,2.13,1.88,1.5,1.8,1.93,1.95,2.05,2.84,3.4,4.35,5.87,6.38,8.51,6.95,4.48,4.32,1.95,1.3,0.1,,65.21,72.0,80.0,0.0,0.0,0.0,0.0,225.0,47.0,84.0,540.0,0.0,51.0,40.0,149.0,39.0,0.0,235.0,0.0,75.0,0.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,73.0,561.0,79.0,0.0,139.27390643396092,35.78490961071031,12.673822003394793,3112.0,青梅市千ヶ瀬町二丁目,青梅市千ヶ瀬町二丁目,code_in_car30
13205014000,青梅市,吹上,青梅市,吹上,青梅市吹上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,365.0,48.0,0.0,132.0,61.0,66.0,248.0,0.0,52.0,69.0,0.0,265.0,0.0,124.0,60.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,171.0,0.0,54.0,640.0,0.0,0.0,347.0,61.0,352.0,102.0,0.0,139.27837891001167,35.79897179135231,12.67419063816888,3607.0,青梅市吹上,青梅市吹上,code_in_car30
13308002007,奥多摩町,日原,奥多摩町,日原,奥多摩町日原,東京都,13308.0,西多摩郡奥多摩町,2007.0,日原,,東京都西多摩郡奥多摩町日原,94,-,2,-,-,-,-,1,-,4,7,3,4,12,11,13,13,8,11,4,1,-,,0.1,,,,,0.03,,0.14,0.27,0.13,0.23,0.76,0.89,1.22,1.46,0.96,1.26,0.4,0.1,,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.00653564581907,35.856626741453766,12.71811186250478,117.0,奥多摩町日原,奥多摩町日原,code_in_car30
13205009004,青梅市,長淵四丁目,青梅市,長淵四丁目,青梅市長淵四丁目,東京都,13205.0,青梅市,9004.0,長淵,４丁目,東京都青梅市長淵４丁目,1753,40,77,89,103,79,72,61,101,146,116,133,114,113,147,96,87,72,55,34,17,1,1.52,4.0,3.28,2.53,1.87,2.04,1.95,3.39,5.11,4.54,5.85,6.56,7.14,11.91,9.02,9.74,8.65,6.32,3.41,1.7,0.1,100.63,115.0,371.0,62.0,0.0,0.0,123.0,254.0,0.0,45.0,479.0,213.0,0.0,0.0,0.0,0.0,57.0,252.0,0.0,60.0,0.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,49.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,792.0,0.0,0.0,139.27245077117493,35.780257026710686,12.720924210618149,3934.0,青梅市長淵四丁目,青梅市長淵四丁目,code_in_car30
13205001003,青梅市,東青梅三丁目,青梅市,東青梅三丁目,青梅市東青梅三丁目,東京都,13205.0,青梅市,1003.0,東青梅,３丁目,東京都青梅市東青梅３丁目,2136,83,62,94,98,107,128,125,140,155,179,178,128,146,176,116,95,72,36,15,3,-,3.15,3.22,3.46,2.41,2.53,3.63,4.0,4.69,5.43,7.0,7.82,7.36,9.23,14.26,10.9,10.64,8.65,4.13,1.5,0.3,,114.31,190.0,206.0,231.0,51.0,160.0,121.0,193.0,475.0,389.0,431.0,228.0,41.0,41.0,0.0,397.0,943.0,371.0,0.0,256.0,0.0,180.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,246.0,41.0,188.0,359.0,0.0,217.0,224.0,0.0,0.0,303.0,44.0,1403.0,228.0,0.0,139.2772377079662,35.78998568412366,12.799528843509373,8194.0,青梅市東青梅三丁目,青梅市東青梅三丁目,code_in_car30
13308003002,奥多摩町,川野,奥多摩町,川野,奥多摩町川野,東京都,13308.0,西多摩郡奥多摩町,3002.0,川野,,東京都西多摩郡奥多摩町川野,45,-,-,1,2,3,2,-,1,2,1,3,2,7,5,1,2,8,4,1,-,-,,,0.04,0.05,0.07,0.06,,0.03,0.07,0.04,0.13,0.12,0.44,0.41,0.09,0.22,0.96,0.46,0.1,,,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.01575219892408,35.76460962805963,12.824879899572805,0.0,奥多摩町川野,奥多摩町川野,code_in_car30
13205003001,青梅市,師岡町一丁目,青梅市,師岡町一丁目,青梅市師岡町一丁目,東京都,13205.0,青梅市,3001.0,師岡町,１丁目,東京都青梅市師岡町１丁目,783,23,26,44,40,37,33,24,36,66,55,62,43,53,66,52,42,47,25,6,1,2,0.87,1.35,1.62,0.98,0.88,0.94,0.77,1.21,2.31,2.15,2.72,2.47,3.35,5.35,4.89,4.7,5.64,2.87,0.6,0.1,0.2,45.97,69.0,67.0,76.0,0.0,68.0,0.0,37.0,37.0,49.0,196.0,42.0,32.0,0.0,0.0,174.0,256.0,28.0,0.0,380.0,0.0,61.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,109.0,86.0,0.0,0.0,0.0,398.0,57.0,0.0,139.2791348505599,35.79399288923288,12.855891509754152,2596.0,青梅市師岡町一丁目,青梅市師岡町一丁目,code_in_car30
13205019000,青梅市,塩船,青梅市,塩船,青梅市塩船,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,348.0,247.0,0.0,102.0,0.0,382.0,0.0,0.0,82.0,0.0,66.0,0.0,0.0,123.0,0.0,119.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,239.0,0.0,1044.0,0.0,0.0,139.2816237396862,35.803906950511625,12.872492759055708,3209.0,青梅市塩船,青梅市塩船,code_in_car30
13308003004,奥多摩町,留浦,奥多摩町,留浦,奥多摩町留浦,東京都,13308.0,西多摩郡奥多摩町,3004.0,留浦,,東京都西多摩郡奥多摩町留浦,89,1,1,1,1,2,-,1,1,1,7,1,3,4,17,11,9,11,11,6,-,-,0.04,0.05,0.04,0.02,0.05,,0.03,0.03,0.04,0.27,0.04,0.17,0.25,1.38,1.03,1.01,1.32,1.26,0.6,,,7.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.99767763204022,35.81090817907583,12.902002793381158,0.0,奥多摩町留浦,奥多摩町留浦,code_in_car30
13205009009,青梅市,長淵九丁目,青梅市,長淵九丁目,青梅市長淵九丁目,東京都,13205.0,青梅市,9009.0,長淵,９丁目,東京都青梅市長淵９丁目,113,1,-,1,-,-,-,-,1,2,-,2,1,5,11,3,24,27,18,13,4,-,0.04,,0.04,,,,,0.03,0.07,,0.09,0.06,0.32,0.89,0.28,2.69,3.24,2.07,1.3,0.4,,11.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.26619751723436,35.76387753913533,12.970801613392569,0.0,青梅市長淵九丁目,青梅市長淵九丁目,code_in_car30
13205009002,青梅市,長淵二丁目,青梅市,長淵二丁目,青梅市長淵二丁目,東京都,13205.0,青梅市,9002.0,長淵,２丁目,東京都青梅市長淵２丁目,1709,55,75,80,119,95,80,84,111,113,134,102,122,111,138,119,91,49,22,5,3,-,2.08,3.9,2.94,2.93,2.25,2.27,2.69,3.72,3.96,5.24,4.48,7.02,7.02,11.18,11.18,10.19,5.88,2.53,0.5,0.3,,92.26,253.0,274.0,0.0,0.0,40.0,0.0,262.0,237.0,0.0,160.0,0.0,33.0,0.0,0.0,81.0,0.0,188.0,0.0,52.0,0.0,1657.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,120.0,625.0,222.0,0.0,139.27142775790867,35.77217928863415,12.97851083484625,4622.0,青梅市長淵二丁目,青梅市長淵二丁目,code_in_car30
13205040005,青梅市,小曾木五丁目,青梅市,小曾木五丁目,青梅市小曾木五丁目,東京都,13205.0,青梅市,40005.0,小曾木,５丁目,東京都青梅市小曾木５丁目,168,2,4,6,2,2,3,9,9,9,10,10,14,20,17,20,12,13,5,1,-,-,0.08,0.21,0.22,0.05,0.05,0.09,0.29,0.3,0.32,0.39,0.44,0.81,1.26,1.38,1.88,1.34,1.56,0.57,0.1,,,11.34,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,139.28460822101343,35.825334391585706,13.02312548874875,1067.0,青梅市小曾木五丁目,青梅市小曾木五丁目,code_in_car30
13205040002,青梅市,小曾木二丁目,青梅市,小曾木二丁目,青梅市小曾木二丁目,東京都,13205.0,青梅市,40002.0,小曾木,２丁目,東京都青梅市小曾木２丁目,112,1,7,6,1,3,3,4,7,8,7,5,9,11,15,9,3,4,5,2,2,-,0.04,0.36,0.22,0.02,0.07,0.09,0.13,0.23,0.28,0.27,0.22,0.52,0.7,1.22,0.85,0.34,0.48,0.57,0.2,0.2,,7.01,0.0,0.0,43.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,139.28459073166277,35.81186563078696,13.043788542480089,530.0,青梅市小曾木二丁目,青梅市小曾木二丁目,code_in_car30
13205013001,青梅市,千ヶ瀬町一丁目,青梅市,千ヶ瀬町一丁目,青梅市千ヶ瀬町一丁目,東京都,13205.0,青梅市,13001.0,千ヶ瀬町,１丁目,東京都青梅市千ヶ瀬町１丁目,1480,38,47,60,86,79,62,58,83,98,121,147,122,122,126,98,56,45,25,6,1,-,1.44,2.44,2.21,2.11,1.87,1.76,1.86,2.78,3.43,4.73,6.46,7.02,7.71,10.21,9.21,6.27,5.4,2.87,0.6,0.1,,80.48,648.0,839.0,85.0,0.0,85.0,0.0,161.0,0.0,0.0,600.0,164.0,129.0,0.0,0.0,181.0,45.0,511.0,0.0,1548.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,76.0,0.0,101.0,113.0,0.0,0.0,106.0,28.0,0.0,66.0,81.0,1555.0,99.0,0.0,139.27771549024962,35.783608993098206,13.045382039671873,8026.0,青梅市千ヶ瀬町一丁目,青梅市千ヶ瀬町一丁目,code_in_car30
13205009003,青梅市,長淵三丁目,青梅市,長淵三丁目,青梅市長淵三丁目,東京都,13205.0,青梅市,9003.0,長淵,３丁目,東京都青梅市長淵３丁目,994,32,38,59,79,57,40,39,55,74,74,91,49,68,85,63,47,27,9,5,3,-,1.21,1.97,2.17,1.94,1.35,1.13,1.25,1.84,2.59,2.89,4.0,2.82,4.3,6.89,5.92,5.26,3.24,1.03,0.5,0.3,,52.6,0.0,0.0,0.0,0.0,0.0,53.0,657.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,77.0,0.0,98.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,139.27679028550943,35.77934089462503,13.123336693003173,1844.0,青梅市長淵三丁目,青梅市長淵三丁目,code_in_car30
